source_material_code,cpse_id,sector,plant_code,raw_description,cleaned_description,cnmc_code,canonical_description,category_id,standard_uom,source_uom,match_type,match_confidence,review_status,issue_flag,unit_price_inr,current_stock_qty,annual_procurement_qty
MAT-680098,CPSE-SAIL,Steel & Metals,SAIL-BOKARO-STEEL-PLANT,SPIRAL WOUND GASKET 8 INCH 150# SS304/GR,spiral wound gasket 8 inch 150# ss304/gr,CNMC-SEAL-SPRL-8INCH-150#-SS304-02276,SPIRAL WOUND METALLIC GASKET 8 INCH CLASS 150# CENTERING RING CS INNER RING SS304 GRAPHITE FILLER ASME B16.20,GASKETS-SEALING-PRODUCTS,EA,EA,UNIQUE,1.0,AUTO_APPROVED,,1422.98,141,327
MAT-685721,CPSE-BHEL,Heavy Electrical Engineering,BHEL-BHOPAL-HEP,CONTACTOR 45A 3P 230VAC 3TF35,contactor 45a 3p 230vac 3tf35,CNMC-ELE-CONT-45A-3TF35-230V-02277,3-POLE POWER CONTACTOR 45A AC-3 415V CONTROL COIL 230V AC 50HZ 1NO+1NC CONTACTS IEC 60947-4-1,ELECTRICAL-SWITCHGEAR,EA,EA,UNIQUE,1.0,AUTO_APPROVED,,6091.69,4,23
MAT-346635,CPSE-NTPC,Thermal Power Generation,NTPC-SINGRAULI-STPS-2000MW,PIPE SMLS CS 2 INCH SCH40 ASTM A106 GR B,pipe smls cs 2 inch sch40 astm a106 gr b,CNMC-PIPE-2INCH-SCH40-ASTMA106GRB-02278,SEAMLESS PIPE SIZE 2 INCH WALL THICKNESS SCH40 MATERIAL ASTM A106 GR B ASME B36.10M / B36.19M,PIPING-TUBES,MTR,MTR,UNIQUE,1.0,AUTO_APPROVED,,775.86,5,17
MAT-819440,CPSE-BHEL,Heavy Electrical Engineering,BHEL-HARIDWAR-HEEP,PIPE SMLS SS 2 INCH SCH40S ASTM A312 TP3,pipe smls ss 2 inch sch40s astm a312 tp3,CNMC-PIPE-2INCH-SCH40S-ASTMA312TP316L-02279,SEAMLESS PIPE SIZE 2 INCH WALL THICKNESS SCH40S MATERIAL ASTM A312 TP316L ASME B36.10M / B36.19M,PIPING-TUBES,MTR,MTR,UNIQUE,1.0,AUTO_APPROVED,,3770.04,5,15
MAT-568467,CPSE-ONGC,Oil & Gas Upstream,ONGC-ANKLESHWAR-ASSET,BEARING SPH ROLLER 22314K NORMAL,bearing sph roller 22314k normal,CNMC-BRG-SPH-22314K-NORMAL-02280,SPHERICAL ROLLER BEARING 70X150X51MM TAPERED BORE 1:12 NORMAL CLEARANCE BRASS CAGE DIN 635 / ISO 15,MRO-BEARINGS,EA,EA,UNIQUE,1.0,AUTO_APPROVED,,11170.85,7,31
MAT-746613,CPSE-ONGC,Oil & Gas Upstream,ONGC-MUMBAI-HIGH-OFFSHORE,BEARING BALL 6312 OPEN C3,bearing ball 6312 open c3,CNMC-BRG-DGBB-6312-OPEN-02281,DEEP GROOVE BALL BEARING 60X130X31MM OPEN TYPE C3 CLEARANCE ISO 15 IS 6455,MRO-BEARINGS,EA,EA,UNIQUE,1.0,AUTO_APPROVED,,3273.35,2,7
MAT-712134,CPSE-NTPC,Thermal Power Generation,NTPC-VINDHYACHAL-STPS-4760MW,BEARING SPH ROLLER 22318 NORMAL,bearing sph roller 22318 normal,CNMC-BRG-SPH-22318-NORMAL-02282,SPHERICAL ROLLER BEARING 90X190X64MM CYLINDRICAL BORE NORMAL CLEARANCE BRASS CAGE DIN 635 / ISO 15,MRO-BEARINGS,EA,EA,UNIQUE,1.0,AUTO_APPROVED,,25205.46,14,44
MAT-210354,CPSE-ONGC,Oil & Gas Upstream,ONGC-ANKLESHWAR-ASSET,BEARING SPH ROLLER 22318K NORMAL,bearing sph roller 22318k normal,CNMC-BRG-SPH-22318K-NORMAL-02283,SPHERICAL ROLLER BEARING 90X190X64MM TAPERED BORE 1:12 NORMAL CLEARANCE BRASS CAGE DIN 635 / ISO 15,MRO-BEARINGS,EA,EA,UNIQUE,1.0,AUTO_APPROVED,,23279.12,4,17
MAT-758759,CPSE-IOCL,Refining & Petrochemicals,IOCL-MATHURA-REFINERY,MCCB 250A 3P 36KA THERM-MAG,mccb 250a 3p 36ka therm-mag,CNMC-ELE-MCCB-250A-3P-36KA-02284,MOULDED CASE CIRCUIT BREAKER 250A 3P 415V AC 36KA THERMAL MAGNETIC TRIP UNIT IEC 60947-2,ELECTRICAL-SWITCHGEAR,EA,EA,UNIQUE,1.0,AUTO_APPROVED,,25159.79,2,9
MAT-736142,CPSE-NTPC,Thermal Power Generation,NTPC-SINGRAULI-STPS-2000MW,RTD PT100 DUPLEX CL-A 6X600MM,rtd pt100 duplex cl-a 6x600mm,CNMC-INS-RTD-PT100-DUPLEX-600MM-02285,RESISTANCE TEMPERATURE DETECTOR DUPLEX PT100 3-WIRE CLASS A SHEATH OD 6MM LENGTH 600MM SS316 IEC 60751,INSTRUMENTATION-CONTROL,EA,EA,EXACT_DUPLICATE,0.95,AUTO_APPROVED,PRICE_SPREAD_WARNING,5234.19,6,17
MAT-457225,CPSE-CIL,Coal Mining & Extraction,CIL-MCL-SAMBALPUR-MINES,RTD PT100 DUPLEX CL-A 6X600MM,rtd pt100 duplex cl-a 6x600mm,CNMC-INS-RTD-PT100-DUPLEX-600MM-02285,RESISTANCE TEMPERATURE DETECTOR DUPLEX PT100 3-WIRE CLASS A SHEATH OD 6MM LENGTH 600MM SS316 IEC 60751,INSTRUMENTATION-CONTROL,EA,EA,EXACT_DUPLICATE,0.95,AUTO_APPROVED,PRICE_SPREAD_WARNING,6395.97,26,67
MAT-998703,CPSE-CIL,Coal Mining & Extraction,CIL-SECL-BILASPUR-MINES,RTD PT100 DUPLEX CL-A 6X600MM,rtd pt100 duplex cl-a 6x600mm,CNMC-INS-RTD-PT100-DUPLEX-600MM-02285,RESISTANCE TEMPERATURE DETECTOR DUPLEX PT100 3-WIRE CLASS A SHEATH OD 6MM LENGTH 600MM SS316 IEC 60751,INSTRUMENTATION-CONTROL,EA,EA,EXACT_DUPLICATE,0.95,AUTO_APPROVED,PRICE_SPREAD_WARNING,5555.32,4,15
MAT-653773,CPSE-IOCL,Refining & Petrochemicals,IOCL-HALDIA-REFINERY,SWING CHECK VALVE 3 INCH 300# A105,swing check valve 3 inch 300# a105,CNMC-VLV-CHECK-3INCH-300#-A105-02286,SWING CHECK NON RETURN VALVE 3 INCH CLASS 300# FLANGED RF BODY A105 TRIM 8 BS 1868 / ASME B16.34,PIPING-VALVES,EA,EA,UNIQUE,1.0,AUTO_APPROVED,,20734.8,6,32
MAT-695260,CPSE-ONGC,Oil & Gas Upstream,ONGC-URAN-PROCESSING-PLANT,BEARING BALL 6308 OPEN C3,bearing ball 6308 open c3,CNMC-BRG-DGBB-6308-OPEN-02287,DEEP GROOVE BALL BEARING 40X90X23MM OPEN TYPE C3 CLEARANCE ISO 15 IS 6455,MRO-BEARINGS,EA,EA,EXACT_DUPLICATE,0.95,AUTO_APPROVED,PRICE_SPREAD_WARNING,1336.35,2,13
MAT-627151,CPSE-GAIL,Gas Transmission & Petrochem,GAIL-VIJAIPUR-COMPRESSOR,BRG BL 6308 OPEN C3,brg bl 6308 open c3,CNMC-BRG-DGBB-6308-OPEN-02287,DEEP GROOVE BALL BEARING 40X90X23MM OPEN TYPE C3 CLEARANCE ISO 15 IS 6455,MRO-BEARINGS,EA,EA,EXACT_DUPLICATE,0.95,AUTO_APPROVED,PRICE_SPREAD_WARNING,1094.91,13,44
MAT-393901,CPSE-ONGC,Oil & Gas Upstream,ONGC-HAZIRA-GAS-PLANT,BEARING BALL 6312 ZZ C3,bearing ball 6312 zz c3,CNMC-BRG-DGBB-6312-ZZ-02288,DEEP GROOVE BALL BEARING 60X130X31MM METAL SHIELDS BOTH SIDES C3 CLEARANCE ISO 15 IS 6455,MRO-BEARINGS,EA,EA,UNIQUE,1.0,AUTO_APPROVED,,2669.19,14,42
MAT-708061,CPSE-ONGC,Oil & Gas Upstream,ONGC-URAN-PROCESSING-PLANT,RTD PT100 DUPLEX CL-A 6X600MM,rtd pt100 duplex cl-a 6x600mm,CNMC-INS-RTD-PT100-DUPLEX-600MM-02289,RESISTANCE TEMPERATURE DETECTOR DUPLEX PT100 3-WIRE CLASS A SHEATH OD 6MM LENGTH 600MM SS316 IEC 60751,INSTRUMENTATION-CONTROL,EA,EA,UNIQUE,1.0,AUTO_APPROVED,,5954.37,44,107
MAT-425052,CPSE-ONGC,Oil & Gas Upstream,ONGC-ANKLESHWAR-ASSET,BEARING BALL 6305 2RS1 C3,bearing ball 6305 2rs1 c3,CNMC-BRG-DGBB-6305-2RS1-02290,DEEP GROOVE BALL BEARING 25X62X17MM RUBBER SEALS BOTH SIDES C3 CLEARANCE ISO 15 IS 6455,MRO-BEARINGS,EA,EA,UNIQUE,1.0,AUTO_APPROVED,,509.5,5,21
MAT-221428,CPSE-NTPC,Thermal Power Generation,NTPC-VINDHYACHAL-STPS-4760MW,BEARING SPH ROLLER 22314 NORMAL,bearing sph roller 22314 normal,CNMC-BRG-SPH-22314-NORMAL-02291,SPHERICAL ROLLER BEARING 70X150X51MM CYLINDRICAL BORE NORMAL CLEARANCE BRASS CAGE DIN 635 / ISO 15,MRO-BEARINGS,EA,EA,UNIQUE,1.0,AUTO_APPROVED,,9688.36,17,41
MAT-826750,CPSE-BHEL,Heavy Electrical Engineering,BHEL-HARIDWAR-HEEP,PRESSURE GAUGE 0-16 KG/CM2 DIAL 100MM,pressure gauge 0-16 kg/cm2 dial 100mm,CNMC-INS-GAUGE-0-16KGCM2-100MM-02292,INDUSTRIAL BOURDON TUBE PRESSURE GAUGE RANGE 0-16 KG/CM2 DIAL 100MM BOTTOM MOUNT 1/2 INCH NPT CASE SS304 IP65 ASME B40.100,INSTRUMENTATION-CONTROL,EA,EA,UNIQUE,1.0,AUTO_APPROVED,,2635.91,6,26
MAT-959965,CPSE-ONGC,Oil & Gas Upstream,ONGC-HAZIRA-GAS-PLANT,BEARING BALL 6314 2RS1 C3,bearing ball 6314 2rs1 c3,CNMC-BRG-DGBB-6314-2RS1-02293,DEEP GROOVE BALL BEARING 70X150X35MM RUBBER SEALS BOTH SIDES C3 CLEARANCE ISO 15 IS 6455,MRO-BEARINGS,EA,EA,UNIQUE,1.0,AUTO_APPROVED,,4660.45,14,69
MAT-310574,CPSE-SAIL,Steel & Metals,SAIL-BHILAI-STEEL-PLANT,FLANGE WNRF 6 INCH 150# A105,flange wnrf 6 inch 150# a105,CNMC-FLG-WNRF-6INCH-150#-A105-02294,FORGED CARBON STEEL FLANGE WNRF SIZE 6 INCH CLASS 150# ASTM A105 ASME B16.5,PIPING-FITTINGS,EA,EA,UNIQUE,1.0,AUTO_APPROVED,,4930.77,5,13
MAT-877512,CPSE-GAIL,Gas Transmission & Petrochem,GAIL-VIJAIPUR-COMPRESSOR,FLANGE WNRF 2 INCH 300# A105,flange wnrf 2 inch 300# a105,CNMC-FLG-WNRF-2INCH-300#-A105-02295,FORGED CARBON STEEL FLANGE WNRF SIZE 2 INCH CLASS 300# ASTM A105 ASME B16.5,PIPING-FITTINGS,EA,EA,UNIQUE,1.0,AUTO_APPROVED,,2409.8,15,44
MAT-843942,CPSE-BHEL,Heavy Electrical Engineering,BHEL-TRICHY-BOILER-PLANT,MCCB 250A 3P 36KA THERM-MAG,mccb 250a 3p 36ka therm-mag,CNMC-ELE-MCCB-250A-3P-36KA-02296,MOULDED CASE CIRCUIT BREAKER 250A 3P 415V AC 36KA THERMAL MAGNETIC TRIP UNIT IEC 60947-2,ELECTRICAL-SWITCHGEAR,EA,EA,UNIQUE,1.0,AUTO_APPROVED,,25754.61,5,20
MAT-705983,CPSE-IOCL,Refining & Petrochemicals,IOCL-GUJARAT-KOYALI-REFINERY,BEARING BALL 6205 ZZ C3,bearing ball 6205 zz c3,CNMC-BRG-DGBB-6205-ZZ-02297,DEEP GROOVE BALL BEARING 25X52X15MM METAL SHIELDS BOTH SIDES C3 CLEARANCE ISO 15 IS 6455,MRO-BEARINGS,EA,EA,UNIQUE,1.0,AUTO_APPROVED,,308.94,9,23
MAT-838907,CPSE-NTPC,Thermal Power Generation,NTPC-DADRI-POWER-STATION,BEARING BALL 6308 2RS1 C3,bearing ball 6308 2rs1 c3,CNMC-BRG-DGBB-6308-2RS1-02298,DEEP GROOVE BALL BEARING 40X90X23MM RUBBER SEALS BOTH SIDES C3 CLEARANCE ISO 15 IS 6455,MRO-BEARINGS,EA,EA,UNIQUE,1.0,AUTO_APPROVED,,1394.48,5,26
MAT-736309,CPSE-ONGC,Oil & Gas Upstream,ONGC-RAJAHMUNDRY-ASSET,CARTRIDGE FILTER 5 MICRON 20 INCH PP,cartridge filter 5 micron 20 inch pp,CNMC-FLTR-CART-5MICRON-20INCH-PP-02299,SPUN BONDED CARTRIDGE FILTER RATING 5 MICRON LENGTH 20 INCH MATERIAL PP DOE TYPE FOR INDUSTRIAL PROCESS LIQUIDS,FILTERS-CONSUMABLES,EA,EA,UNIQUE,1.0,AUTO_APPROVED,,552.51,101,319
MAT-267136,CPSE-CIL,Coal Mining & Extraction,CIL-SECL-BILASPUR-MINES,BEARING SPH ROLLER 22218K NORMAL,bearing sph roller 22218k normal,CNMC-BRG-SPH-22218K-NORMAL-02300,SPHERICAL ROLLER BEARING 90X160X40MM TAPERED BORE 1:12 NORMAL CLEARANCE BRASS CAGE DIN 635 / ISO 15,MRO-BEARINGS,EA,EA,UNIQUE,1.0,AUTO_APPROVED,,9281.21,8,22
MAT-365759,CPSE-NTPC,Thermal Power Generation,NTPC-DADRI-POWER-STATION,BEARING SPH ROLLER 22314 C3,bearing sph roller 22314 c3,CNMC-BRG-SPH-22314-C3-02301,SPHERICAL ROLLER BEARING 70X150X51MM CYLINDRICAL BORE C3 CLEARANCE BRASS CAGE DIN 635 / ISO 15,MRO-BEARINGS,EA,EA,UNIQUE,1.0,AUTO_APPROVED,,11146.53,11,29
MAT-855050,CPSE-NTPC,Thermal Power Generation,NTPC-KORBA-SUPER-THERMAL,BEARING BALL 6204 ZZ C3,bearing ball 6204 zz c3,CNMC-BRG-DGBB-6204-ZZ-02302,DEEP GROOVE BALL BEARING 20X47X14MM METAL SHIELDS BOTH SIDES C3 CLEARANCE ISO 15 IS 6455,MRO-BEARINGS,EA,EA,UNIQUE,1.0,AUTO_APPROVED,,253.33,28,86
MAT-882249,CPSE-BHEL,Heavy Electrical Engineering,BHEL-TRICHY-BOILER-PLANT,SPIRAL WOUND GASKET 2 INCH 150# SS304/GR,spiral wound gasket 2 inch 150# ss304/gr,CNMC-SEAL-SPRL-2INCH-150#-SS304-02303,SPIRAL WOUND METALLIC GASKET 2 INCH CLASS 150# CENTERING RING CS INNER RING SS304 GRAPHITE FILLER ASME B16.20,GASKETS-SEALING-PRODUCTS,EA,EA,UNIQUE,1.0,AUTO_APPROVED,,311.4,116,558
MAT-292976,CPSE-ONGC,Oil & Gas Upstream,ONGC-RAJAHMUNDRY-ASSET,RTD PT100 DUPLEX CL-A 6X600MM,rtd pt100 duplex cl-a 6x600mm,CNMC-INS-RTD-PT100-DUPLEX-600MM-02304,RESISTANCE TEMPERATURE DETECTOR DUPLEX PT100 3-WIRE CLASS A SHEATH OD 6MM LENGTH 600MM SS316 IEC 60751,INSTRUMENTATION-CONTROL,EA,EA,UNIQUE,1.0,AUTO_APPROVED,,7025.12,18,49
MAT-411491,CPSE-SAIL,Steel & Metals,SAIL-BOKARO-STEEL-PLANT,BEARING BALL 6207 ZZ C3,bearing ball 6207 zz c3,CNMC-BRG-DGBB-6207-ZZ-02305,DEEP GROOVE BALL BEARING 35X72X17MM METAL SHIELDS BOTH SIDES C3 CLEARANCE ISO 15 IS 6455,MRO-BEARINGS,EA,EA,UNIQUE,1.0,AUTO_APPROVED,,518.77,5,17
MAT-216466,CPSE-BHEL,Heavy Electrical Engineering,BHEL-HYDERABAD-HPEP,HEX HEAD BOLT M12 X 50MM GR 8.8,hex head bolt m12 x 50mm gr 8.8,CNMC-FAS-BOLT-M12X50MM-8.8-02306,HEXAGONAL HEAD BOLT HIGH TENSILE M12 X 50MM LENGTH PROPERTY CLASS 8.8 IS 1364 / ISO 4014 GALVANIZED,HARDWARE-FASTENERS,NO,NO,UNIQUE,1.0,AUTO_APPROVED,,36.4,28,140
MAT-500313,CPSE-NTPC,Thermal Power Generation,NTPC-RAMAGUNDAM-STPS-2600MW,BEARING BALL 6314 2RS1 C3,bearing ball 6314 2rs1 c3,CNMC-BRG-DGBB-6314-2RS1-02307,DEEP GROOVE BALL BEARING 70X150X35MM RUBBER SEALS BOTH SIDES C3 CLEARANCE ISO 15 IS 6455,MRO-BEARINGS,EA,EA,UNIQUE,1.0,AUTO_APPROVED,,5843.28,22,52
MAT-735511,CPSE-CIL,Coal Mining & Extraction,CIL-SECL-BILASPUR-MINES,BEARING BALL 6207 OPEN C3,bearing ball 6207 open c3,CNMC-BRG-DGBB-6207-OPEN-02308,DEEP GROOVE BALL BEARING 35X72X17MM OPEN TYPE C3 CLEARANCE ISO 15 IS 6455,MRO-BEARINGS,EA,EA,UNIQUE,1.0,AUTO_APPROVED,,589.4,10,49
MAT-502223,CPSE-SAIL,Steel & Metals,SAIL-DURGAPUR-STEEL-PLANT,BEARING SPH ROLLER 22218K C3,bearing sph roller 22218k c3,CNMC-BRG-SPH-22218K-C3-02309,SPHERICAL ROLLER BEARING 90X160X40MM TAPERED BORE 1:12 C3 CLEARANCE BRASS CAGE DIN 635 / ISO 15,MRO-BEARINGS,EA,EA,UNIQUE,1.0,AUTO_APPROVED,,8980.02,21,79
MAT-284143,CPSE-NTPC,Thermal Power Generation,NTPC-RAMAGUNDAM-STPS-2600MW,TEMPERATURE TRANSMITTER 0-400 DEG C 4-20,temperature transmitter 0-400 deg c 4-20,CNMC-INS-XMTR-TEMPERATURE-0-400DEGC-4-20MAHART-02310,SMART TEMPERATURE TRANSMITTER RANGE 0-400 DEG C OUTPUT 4-20MA HART DIAPHRAGM HEAD MOUNT PROCESS CONN 1/2 INCH NPT ACCURACY 0.065%,INSTRUMENTATION-CONTROL,EA,EA,EXACT_DUPLICATE,0.95,AUTO_APPROVED,PRICE_SPREAD_WARNING,24595.41,4,15
MAT-430825,CPSE-NTPC,Thermal Power Generation,NTPC-DADRI-POWER-STATION,Temperature Transmitter 0-400 Deg C 4-20,temperature transmitter 0-400 deg c 4-20,CNMC-INS-XMTR-TEMPERATURE-0-400DEGC-4-20MAHART-02310,SMART TEMPERATURE TRANSMITTER RANGE 0-400 DEG C OUTPUT 4-20MA HART DIAPHRAGM HEAD MOUNT PROCESS CONN 1/2 INCH NPT ACCURACY 0.065%,INSTRUMENTATION-CONTROL,EA,EA,EXACT_DUPLICATE,0.95,AUTO_APPROVED,PRICE_SPREAD_WARNING,23190.69,3,20
MAT-996782,CPSE-IOCL,Refining & Petrochemicals,IOCL-PARADIP-REFINERY,PIPE SMLS CS 4 INCH SCH40 ASTM A106 GR B,pipe smls cs 4 inch sch40 astm a106 gr b,CNMC-PIPE-4INCH-SCH40-ASTMA106GRB-02311,SEAMLESS PIPE SIZE 4 INCH WALL THICKNESS SCH40 MATERIAL ASTM A106 GR B ASME B36.10M / B36.19M,PIPING-TUBES,MTR,MTR,EXACT_DUPLICATE,0.95,AUTO_APPROVED,PRICE_SPREAD_WARNING,1800.3,1,6
MAT-938591,CPSE-CIL,Coal Mining & Extraction,CIL-MCL-SAMBALPUR-MINES,"PIPE SMLS CS 4 "" SCH40 ASTM A106 GR B","pipe smls cs 4 "" sch40 astm a106 gr b",CNMC-PIPE-4INCH-SCH40-ASTMA106GRB-02311,SEAMLESS PIPE SIZE 4 INCH WALL THICKNESS SCH40 MATERIAL ASTM A106 GR B ASME B36.10M / B36.19M,PIPING-TUBES,MTR,MTR,EXACT_DUPLICATE,0.95,AUTO_APPROVED,PRICE_SPREAD_WARNING,2029.8,3,17
MAT-385999,CPSE-BHEL,Heavy Electrical Engineering,BHEL-HARIDWAR-HEEP,GATE VALVE 4 INCH 300# WCB FLGD,gate valve 4 inch 300# wcb flgd,CNMC-VLV-GATE-4INCH-300#-WCB-02312,GATE VALVE 4 INCH CLASS 300# FLANGED RF OS&Y RISING STEM BODY WCB TRIM 8 API 600 / API 602 / ASME B16.34,PIPING-VALVES,EA,EA,UNIQUE,1.0,AUTO_APPROVED,,42134.31,3,8
MAT-602817,CPSE-NTPC,Thermal Power Generation,NTPC-DADRI-POWER-STATION,BEARING SPH ROLLER 22222K C3,bearing sph roller 22222k c3,CNMC-BRG-SPH-22222K-C3-02313,SPHERICAL ROLLER BEARING 110X200X53MM TAPERED BORE 1:12 C3 CLEARANCE BRASS CAGE DIN 635 / ISO 15,MRO-BEARINGS,EA,EA,EXACT_DUPLICATE,0.95,AUTO_APPROVED,PRICE_SPREAD_WARNING,17323.95,4,16
MAT-351441,CPSE-SAIL,Steel & Metals,SAIL-DURGAPUR-STEEL-PLANT,BEARING SPH RLLR 22222K C3,bearing sph rllr 22222k c3,CNMC-BRG-SPH-22222K-C3-02313,SPHERICAL ROLLER BEARING 110X200X53MM TAPERED BORE 1:12 C3 CLEARANCE BRASS CAGE DIN 635 / ISO 15,MRO-BEARINGS,EA,EA,EXACT_DUPLICATE,0.95,AUTO_APPROVED,PRICE_SPREAD_WARNING,19737.64,7,40
MAT-345017,CPSE-ONGC,Oil & Gas Upstream,ONGC-URAN-PROCESSING-PLANT,RTD PT100 SIMPLEX CL-A 6X300MM,rtd pt100 simplex cl-a 6x300mm,CNMC-INS-RTD-PT100-SIMPLEX-300MM-02314,RESISTANCE TEMPERATURE DETECTOR SIMPLEX PT100 3-WIRE CLASS A SHEATH OD 6MM LENGTH 300MM SS316 IEC 60751,INSTRUMENTATION-CONTROL,EA,EA,UNIQUE,1.0,AUTO_APPROVED,,2567.93,4,21
MAT-223063,CPSE-SAIL,Steel & Metals,SAIL-BOKARO-STEEL-PLANT,CONTACTOR 9A 3P 230VAC 3TF30,contactor 9a 3p 230vac 3tf30,CNMC-ELE-CONT-9A-3TF30-230V-02315,3-POLE POWER CONTACTOR 9A AC-3 415V CONTROL COIL 230V AC 50HZ 1NO+1NC CONTACTS IEC 60947-4-1,ELECTRICAL-SWITCHGEAR,EA,EA,UNIQUE,1.0,AUTO_APPROVED,,1562.55,10,31
MAT-953490,CPSE-CIL,Coal Mining & Extraction,CIL-MCL-SAMBALPUR-MINES,MCCB 630A 3P 50KA THERM-MAG,mccb 630a 3p 50ka therm-mag,CNMC-ELE-MCCB-630A-3P-50KA-02316,MOULDED CASE CIRCUIT BREAKER 630A 3P 415V AC 50KA THERMAL MAGNETIC TRIP UNIT IEC 60947-2,ELECTRICAL-SWITCHGEAR,EA,EA,UNIQUE,1.0,AUTO_APPROVED,,60838.98,0,2
MAT-706306,CPSE-SAIL,Steel & Metals,SAIL-BHILAI-STEEL-PLANT,STUD BOLT 1 INCH X 160MM B7 W/2NUTS 2H,stud bolt 1 inch x 160mm b7 w/2nuts 2h,CNMC-FAS-STUD-1INCHX160MM-B7-2H-02317,HIGH TENSILE ALLOY STEEL STUD BOLT 1 INCH X 160MM ASTM A193 B7 WITH 2 HEAVY HEX NUTS ASTM A194 2H,HARDWARE-FASTENERS,SET,SET,UNIQUE,1.0,AUTO_APPROVED,,746.11,99,281
MAT-374667,CPSE-NTPC,Thermal Power Generation,NTPC-DADRI-POWER-STATION,MCCB 250A 3P 36KA THERM-MAG,mccb 250a 3p 36ka therm-mag,CNMC-ELE-MCCB-250A-3P-36KA-02318,MOULDED CASE CIRCUIT BREAKER 250A 3P 415V AC 36KA THERMAL MAGNETIC TRIP UNIT IEC 60947-2,ELECTRICAL-SWITCHGEAR,EA,EA,UNIQUE,1.0,AUTO_APPROVED,,25041.44,0,2
MAT-566021,CPSE-BHEL,Heavy Electrical Engineering,BHEL-BHOPAL-HEP,MCB 16A 3P C CURVE 10KA,mcb 16a 3p c curve 10ka,CNMC-ELE-MCB-16A-3P-C-02319,MINIATURE CIRCUIT BREAKER 16A 3P 240/415V 10KA SHORT CKT CAPACITY C-CURVE TRIP IS/IEC 60898-1,ELECTRICAL-SWITCHGEAR,EA,EA,UNIQUE,1.0,AUTO_APPROVED,,959.9,6,21
MAT-718272,CPSE-ONGC,Oil & Gas Upstream,ONGC-ANKLESHWAR-ASSET,BEARING SPH ROLLER 22314 C3,bearing sph roller 22314 c3,CNMC-BRG-SPH-22314-C3-02320,SPHERICAL ROLLER BEARING 70X150X51MM CYLINDRICAL BORE C3 CLEARANCE BRASS CAGE DIN 635 / ISO 15,MRO-BEARINGS,EA,EA,UNIQUE,1.0,AUTO_APPROVED,,10466.02,1,6
MAT-769226,CPSE-SAIL,Steel & Metals,SAIL-DURGAPUR-STEEL-PLANT,HEX HEAD BOLT M20 X 65MM GR 8.8,hex head bolt m20 x 65mm gr 8.8,CNMC-FAS-BOLT-M20X65MM-8.8-02321,HEXAGONAL HEAD BOLT HIGH TENSILE M20 X 65MM LENGTH PROPERTY CLASS 8.8 IS 1364 / ISO 4014 GALVANIZED,HARDWARE-FASTENERS,NO,NO,UNIQUE,1.0,AUTO_APPROVED,,95.11,160,662
MAT-822664,CPSE-NTPC,Thermal Power Generation,NTPC-KORBA-SUPER-THERMAL,GATE VALVE 2 INCH 300# A105 FLGD,gate valve 2 inch 300# a105 flgd,CNMC-VLV-GATE-2INCH-300#-A105-02322,GATE VALVE 2 INCH CLASS 300# FLANGED RF OS&Y RISING STEM BODY A105 TRIM 8 API 600 / API 602 / ASME B16.34,PIPING-VALVES,EA,EA,UNIQUE,1.0,AUTO_APPROVED,,12720.04,17,45
MAT-932863,CPSE-SAIL,Steel & Metals,SAIL-DURGAPUR-STEEL-PLANT,DIFF PRESSURE TRANSMITTER 0-2500 MMWC 4-,diff pressure transmitter 0-2500 mmwc 4-,CNMC-INS-XMTR-DIFFPRESSURE-0-2500MMWC-4-20MAHART-02323,SMART DIFF PRESSURE TRANSMITTER RANGE 0-2500 MMWC OUTPUT 4-20MA HART DIAPHRAGM SS316L PROCESS CONN 1/2 INCH NPT ACCURACY 0.065%,INSTRUMENTATION-CONTROL,EA,EA,EXACT_DUPLICATE,0.95,PENDING_REVIEW,PRICE_SPREAD_WARNING,79784.86,2,5
MAT-770554,CPSE-SAIL,Steel & Metals,SAIL-IISCO-BURNPUR,Diff Press Transmitter 0-2500 Mmwc 4-20M,diff press transmitter 0-2500 mmwc 4-20m,CNMC-INS-XMTR-DIFFPRESSURE-0-2500MMWC-4-20MAHART-02323,SMART DIFF PRESSURE TRANSMITTER RANGE 0-2500 MMWC OUTPUT 4-20MA HART DIAPHRAGM SS316L PROCESS CONN 1/2 INCH NPT ACCURACY 0.065%,INSTRUMENTATION-CONTROL,EA,EA,EXACT_DUPLICATE,0.95,PENDING_REVIEW,PRICE_SPREAD_WARNING,90171.07,3,11
MAT-556670,CPSE-IOCL,Refining & Petrochemicals,IOCL-HALDIA-REFINERY,DIFF PRESS XMTR 0-2500 MMWC 4-20MA HART,diff press xmtr 0-2500 mmwc 4-20ma hart,CNMC-INS-XMTR-DIFFPRESSURE-0-2500MMWC-4-20MAHART-02323,SMART DIFF PRESSURE TRANSMITTER RANGE 0-2500 MMWC OUTPUT 4-20MA HART DIAPHRAGM SS316L PROCESS CONN 1/2 INCH NPT ACCURACY 0.065%,INSTRUMENTATION-CONTROL,EA,EA,EXACT_DUPLICATE,0.95,PENDING_REVIEW,PRICE_SPREAD_WARNING,76876.47,0,2
