source_material_code,cpse_id,true_cluster_id,is_duplicate,canonical_name
BH-30204,BHEL_HE,CLUSTER_CORE_HE_020_BH,FALSE,Machine Tool Spindle Bearing Set Variant 08
CP-30210,CPCL_OG,CLUSTER_CORE_OI_021_CP,FALSE,API 602 Needle Valve 25NB CL800 Variant 09
NT-30211,NTPC_PW,CLUSTER_CORE_PO_021_NT,FALSE,11kV XLPE Cable Termination Kit 3C x 400 Variant 09
SA-30212,SAIL_ST,CLUSTER_CORE_ST_021_SA,FALSE,Refractory Castable High Alumina 70% Variant 09
CI-30213,CIL_MN,CLUSTER_CORE_MI_021_CI,FALSE,Crusher Mantle 1100mm Variant 09
BH-30214,BHEL_HE,CLUSTER_CORE_HE_021_BH,FALSE,AC Drive 75kW 415V Variant 09
CP-30220,CPCL_OG,CLUSTER_CORE_OI_022_CP,FALSE,Flame Arrestor 150NB Variant 10
NT-30221,NTPC_PW,CLUSTER_CORE_PO_022_NT,FALSE,Power Transformer Breather 1kg Silica Gel Variant 10
SA-30222,SAIL_ST,CLUSTER_CORE_ST_022_SA,FALSE,Hydraulic Cylinder 250mm Bore Variant 10
CI-30223,CIL_MN,CLUSTER_CORE_MI_022_CI,FALSE,Mining Shovel Hoist Rope 32mm Variant 10
BH-30224,BHEL_HE,CLUSTER_CORE_HE_022_BH,FALSE,Brake Motor 22kW 4P Variant 10
CP-30230,CPCL_OG,CLUSTER_CORE_OI_023_CP,FALSE,Refinery Pump Casing 100x80 Variant 11
NT-30231,NTPC_PW,CLUSTER_CORE_PO_023_NT,FALSE,CT 33kV 200/1A Class 0.2S Variant 11
SA-30232,SAIL_ST,CLUSTER_CORE_ST_023_SA,FALSE,Pinch Roll Assembly 450mm Variant 11
CI-30233,CIL_MN,CLUSTER_CORE_MI_023_CI,FALSE,Hydraulic Cylinder 300mm Bore Mining Variant 11
BH-30234,BHEL_HE,CLUSTER_CORE_HE_023_BH,FALSE,Precision Linear Guide 35mm Variant 11
CP-30240,CPCL_OG,CLUSTER_CORE_OI_024_CP,FALSE,Gas Compressor Valve Plate Variant 12
NT-30241,NTPC_PW,CLUSTER_CORE_PO_024_NT,FALSE,Numerical Relay Feeder Protection Variant 12
SA-30242,SAIL_ST,CLUSTER_CORE_ST_024_SA,FALSE,Sinter Plant Burner Nozzle Variant 12
CI-30243,CIL_MN,CLUSTER_CORE_MI_024_CI,FALSE,Dust Suppression Spray Nozzle Variant 12
BH-30244,BHEL_HE,CLUSTER_CORE_HE_024_BH,FALSE,Hydraulic Cylinder 160mm Bore Variant 12
CP-30250,CPCL_OG,CLUSTER_CORE_OI_025_CP,FALSE,Refinery Catalyst Beads 3mm Variant 13
NT-30251,NTPC_PW,CLUSTER_CORE_PO_025_NT,FALSE,Power Transformer 25MVA 33/11kV Dyn11 Variant 13
SA-30252,SAIL_ST,CLUSTER_CORE_ST_025_SA,FALSE,Fireclay Refractory Brick 230x114x75mm Variant 13
CI-30253,CIL_MN,CLUSTER_CORE_MI_025_CI,FALSE,Tricone Rock Drill Bit 8.5in IADC 517 Variant 13
BH-30254,BHEL_HE,CLUSTER_CORE_HE_025_BH,FALSE,Helical Gearbox 22kW Ratio 20:1 Variant 13
CP-30260,CPCL_OG,CLUSTER_CORE_OI_026_CP,FALSE,API Drill Collar 6.5 inch Variant 14
NT-30261,NTPC_PW,CLUSTER_CORE_PO_026_NT,FALSE,VCB 11kV 1250A Variant 14
SA-30262,SAIL_ST,CLUSTER_CORE_ST_026_SA,FALSE,Continuous Cast Square Billet 130x130mm Variant 14
CI-30263,CIL_MN,CLUSTER_CORE_MI_026_CI,FALSE,Manganese Jaw Crusher Liner Variant 14
BH-30264,BHEL_HE,CLUSTER_CORE_HE_026_BH,FALSE,Induction Motor 100HP 6P Variant 14
CP-30270,CPCL_OG,CLUSTER_CORE_OI_027_CP,FALSE,Explosion Proof Motor 11kW Variant 15
NT-30271,NTPC_PW,CLUSTER_CORE_PO_027_NT,FALSE,Polymeric Line Insulator 33kV Variant 15
SA-30272,SAIL_ST,CLUSTER_CORE_ST_027_SA,FALSE,Mill Roll Neck Bearing 500mm Bore Variant 15
CI-30273,CIL_MN,CLUSTER_CORE_MI_027_CI,FALSE,Steel Wire Rope 6x36 IWRC 24mm Variant 15
BH-30274,BHEL_HE,CLUSTER_CORE_HE_027_BH,FALSE,Planetary Gearbox 250kW Variant 15
CP-30280,CPCL_OG,CLUSTER_CORE_OI_028_CP,FALSE,Crude Oil Desalter Demister Pad Variant 16
NT-30281,NTPC_PW,CLUSTER_CORE_PO_028_NT,FALSE,Station Class Surge Arrester 33kV Variant 16
SA-30282,SAIL_ST,CLUSTER_CORE_ST_028_SA,FALSE,Hadfield Steel Jaw Plate Variant 16
CI-30283,CIL_MN,CLUSTER_CORE_MI_028_CI,FALSE,EP Conveyor Belt 1200mm 5 Ply Variant 16
BH-30284,BHEL_HE,CLUSTER_CORE_HE_028_BH,FALSE,High Tensile Bolt M24 Grade 10.9 Variant 16
CP-30290,CPCL_OG,CLUSTER_CORE_OI_029_CP,FALSE,API 6D Trunnion Ball Valve 300NB CL600 Variant 17
NT-30291,NTPC_PW,CLUSTER_CORE_PO_029_NT,FALSE,AAAC Conductor Moose Variant 17
SA-30292,SAIL_ST,CLUSTER_CORE_ST_029_SA,FALSE,Basic Oxygen Furnace Tuyere Variant 17
CI-30293,CIL_MN,CLUSTER_CORE_MI_029_CI,FALSE,DTH Hammer 6 inch Variant 17
BH-30294,BHEL_HE,CLUSTER_CORE_HE_029_BH,FALSE,CNC Hydraulic Power Pack 15kW Variant 17
CP-30300,CPCL_OG,CLUSTER_CORE_OI_030_CP,FALSE,Spiral Wound Gasket 600NB CL300 Variant 18
NT-30301,NTPC_PW,CLUSTER_CORE_PO_030_NT,FALSE,Battery Charger 220V DC 100A Variant 18
SA-30302,SAIL_ST,CLUSTER_CORE_ST_030_SA,FALSE,Hot Strip Mill Work Roll Variant 18
CI-30303,CIL_MN,CLUSTER_CORE_MI_030_CI,FALSE,Dragline Bucket Tooth Variant 18
BH-30304,BHEL_HE,CLUSTER_CORE_HE_030_BH,FALSE,Servo Motor 5kW 3000RPM Variant 18
CP-30310,CPCL_OG,CLUSTER_CORE_OI_031_CP,FALSE,Refinery Steam Trap 25NB Variant 19
NT-30311,NTPC_PW,CLUSTER_CORE_PO_031_NT,FALSE,Boiler Feed Pump Impeller Variant 19
SA-30312,SAIL_ST,CLUSTER_CORE_ST_031_SA,FALSE,Continuous Annealing Furnace Roller Variant 19
CI-30313,CIL_MN,CLUSTER_CORE_MI_031_CI,FALSE,Mine Ventilation Fan 75kW Variant 19
BH-30314,BHEL_HE,CLUSTER_CORE_HE_031_BH,FALSE,Worm Gearbox 7.5kW Ratio 40:1 Variant 19
CP-30320,CPCL_OG,CLUSTER_CORE_OI_032_CP,FALSE,PSV 50NB CL300 Variant 20
NT-30321,NTPC_PW,CLUSTER_CORE_PO_032_NT,FALSE,Generator Rotor Retaining Ring Variant 20
SA-30322,SAIL_ST,CLUSTER_CORE_ST_032_SA,FALSE,Graphite Electrode 600mm Variant 20
CI-30323,CIL_MN,CLUSTER_CORE_MI_032_CI,FALSE,Hydraulic Rock Breaker 1.5T Variant 20
BH-30324,BHEL_HE,CLUSTER_CORE_HE_032_BH,FALSE,Machine Tool Spindle Bearing Set Variant 20
CP-50000,CPCL_OG,CLUSTER_TRAP_SURFACE_000,FALSE,Gate Valve 150NB Class 150 CS Flanged
CP-50010,CPCL_OG,CLUSTER_TRAP_SURFACE_001,FALSE,Gate Valve 150NB Class 300 CS Flanged
CP-50020,CPCL_OG,CLUSTER_TRAP_DIMENSION,TRUE,Gate Valve Cast Steel 150NB Class 150 Flanged API 600
CP-50030,CPCL_OG,CLUSTER_TRAP_DIMENSION,TRUE,Gate Valve Cast Steel 150NB Class 150 Flanged API 600
CP-50040,CPCL_OG,CLUSTER_TRAP_WIRE_ROPE_UOM,TRUE,Steel Wire Rope 6x36 IWRC 24mm
CP-50050,CPCL_OG,CLUSTER_TRAP_WIRE_ROPE_UOM,TRUE,Steel Wire Rope 6x36 IWRC 24mm
CP-50060,CPCL_OG,CLUSTER_TRAP_NONCONVERT_006,FALSE,Hex Bolt M16 x 80 Grade 8.8
CP-50070,CPCL_OG,CLUSTER_TRAP_NONCONVERT_007,FALSE,Hex Bolt M16 x 80 Grade 8.8
CP-50080,CPCL_OG,CLUSTER_TRAP_BEARING_OEM_GENERIC,TRUE,Deep Groove Ball Bearing 6205-2RSH 25x52x15mm
CP-50090,CPCL_OG,CLUSTER_TRAP_BEARING_OEM_GENERIC,TRUE,Deep Groove Ball Bearing 6205-2RSH 25x52x15mm
CP-50100,CPCL_OG,CLUSTER_TRAP_LOWINFO_010,FALSE,Pt No 4471B misc spare
CP-50110,CPCL_OG,CLUSTER_TRAP_LOWINFO_011,FALSE,MOTOR SPARE
CP-50120,CPCL_OG,CLUSTER_TRAP_LOOKALIKE_012,FALSE,Cable 11kV 3C x 400 sqmm Al
CP-50130,CPCL_OG,CLUSTER_TRAP_LOOKALIKE_013,FALSE,Cable 11kV 3C x 400 sqmm Cu
CP-50140,CPCL_OG,CLUSTER_TRAP_LOOKALIKE_014,FALSE,Bearing 6312
CP-50150,CPCL_OG,CLUSTER_TRAP_LOOKALIKE_015,FALSE,Bearing 6312 with C3 Clearance
NT-50001,NTPC_PW,CLUSTER_TRAP_SURFACE_000,FALSE,Gate Valve 150NB Class 150 CS Flanged
NT-50011,NTPC_PW,CLUSTER_TRAP_SURFACE_001,FALSE,Gate Valve 150NB Class 300 CS Flanged
NT-50021,NTPC_PW,CLUSTER_TRAP_DIMENSION,TRUE,Gate Valve Cast Steel 150NB Class 150 Flanged API 600
NT-50031,NTPC_PW,CLUSTER_TRAP_DIMENSION,TRUE,Gate Valve Cast Steel 150NB Class 150 Flanged API 600
NT-50041,NTPC_PW,CLUSTER_TRAP_WIRE_ROPE_UOM,TRUE,Steel Wire Rope 6x36 IWRC 24mm
NT-50051,NTPC_PW,CLUSTER_TRAP_WIRE_ROPE_UOM,TRUE,Steel Wire Rope 6x36 IWRC 24mm
NT-50061,NTPC_PW,CLUSTER_TRAP_NONCONVERT_006,FALSE,Hex Bolt M16 x 80 Grade 8.8
NT-50071,NTPC_PW,CLUSTER_TRAP_NONCONVERT_007,FALSE,Hex Bolt M16 x 80 Grade 8.8
NT-50081,NTPC_PW,CLUSTER_TRAP_BEARING_OEM_GENERIC,TRUE,Deep Groove Ball Bearing 6205-2RSH 25x52x15mm
NT-50091,NTPC_PW,CLUSTER_TRAP_BEARING_OEM_GENERIC,TRUE,Deep Groove Ball Bearing 6205-2RSH 25x52x15mm
NT-50101,NTPC_PW,CLUSTER_TRAP_LOWINFO_010,FALSE,Pt No 4471B misc spare
NT-50111,NTPC_PW,CLUSTER_TRAP_LOWINFO_011,FALSE,MOTOR SPARE
NT-50121,NTPC_PW,CLUSTER_TRAP_LOOKALIKE_012,FALSE,Cable 11kV 3C x 400 sqmm Al
NT-50131,NTPC_PW,CLUSTER_TRAP_LOOKALIKE_013,FALSE,Cable 11kV 3C x 400 sqmm Cu
NT-50141,NTPC_PW,CLUSTER_TRAP_LOOKALIKE_014,FALSE,Bearing 6312
NT-50151,NTPC_PW,CLUSTER_TRAP_LOOKALIKE_015,FALSE,Bearing 6312 with C3 Clearance
SA-50002,SAIL_ST,CLUSTER_TRAP_SURFACE_000,FALSE,Gate Valve 150NB Class 150 CS Flanged
SA-50012,SAIL_ST,CLUSTER_TRAP_SURFACE_001,FALSE,Gate Valve 150NB Class 300 CS Flanged
SA-50022,SAIL_ST,CLUSTER_TRAP_DIMENSION,TRUE,Gate Valve Cast Steel 150NB Class 150 Flanged API 600
SA-50032,SAIL_ST,CLUSTER_TRAP_DIMENSION,TRUE,Gate Valve Cast Steel 150NB Class 150 Flanged API 600
SA-50042,SAIL_ST,CLUSTER_TRAP_WIRE_ROPE_UOM,TRUE,Steel Wire Rope 6x36 IWRC 24mm
SA-50052,SAIL_ST,CLUSTER_TRAP_WIRE_ROPE_UOM,TRUE,Steel Wire Rope 6x36 IWRC 24mm
SA-50062,SAIL_ST,CLUSTER_TRAP_NONCONVERT_006,FALSE,Hex Bolt M16 x 80 Grade 8.8
SA-50072,SAIL_ST,CLUSTER_TRAP_NONCONVERT_007,FALSE,Hex Bolt M16 x 80 Grade 8.8
SA-50082,SAIL_ST,CLUSTER_TRAP_BEARING_OEM_GENERIC,TRUE,Deep Groove Ball Bearing 6205-2RSH 25x52x15mm
SA-50092,SAIL_ST,CLUSTER_TRAP_BEARING_OEM_GENERIC,TRUE,Deep Groove Ball Bearing 6205-2RSH 25x52x15mm
SA-50102,SAIL_ST,CLUSTER_TRAP_LOWINFO_010,FALSE,Pt No 4471B misc spare
SA-50112,SAIL_ST,CLUSTER_TRAP_LOWINFO_011,FALSE,MOTOR SPARE
SA-50122,SAIL_ST,CLUSTER_TRAP_LOOKALIKE_012,FALSE,Cable 11kV 3C x 400 sqmm Al
SA-50132,SAIL_ST,CLUSTER_TRAP_LOOKALIKE_013,FALSE,Cable 11kV 3C x 400 sqmm Cu
SA-50142,SAIL_ST,CLUSTER_TRAP_LOOKALIKE_014,FALSE,Bearing 6312
SA-50152,SAIL_ST,CLUSTER_TRAP_LOOKALIKE_015,FALSE,Bearing 6312 with C3 Clearance
CI-50003,CIL_MN,CLUSTER_TRAP_SURFACE_000,FALSE,Gate Valve 150NB Class 150 CS Flanged
CI-50013,CIL_MN,CLUSTER_TRAP_SURFACE_001,FALSE,Gate Valve 150NB Class 300 CS Flanged
CI-50023,CIL_MN,CLUSTER_TRAP_DIMENSION,TRUE,Gate Valve Cast Steel 150NB Class 150 Flanged API 600
CI-50033,CIL_MN,CLUSTER_TRAP_DIMENSION,TRUE,Gate Valve Cast Steel 150NB Class 150 Flanged API 600
CI-50043,CIL_MN,CLUSTER_TRAP_WIRE_ROPE_UOM,TRUE,Steel Wire Rope 6x36 IWRC 24mm
CI-50053,CIL_MN,CLUSTER_TRAP_WIRE_ROPE_UOM,TRUE,Steel Wire Rope 6x36 IWRC 24mm
CI-50063,CIL_MN,CLUSTER_TRAP_NONCONVERT_006,FALSE,Hex Bolt M16 x 80 Grade 8.8
CI-50073,CIL_MN,CLUSTER_TRAP_NONCONVERT_007,FALSE,Hex Bolt M16 x 80 Grade 8.8
CI-50083,CIL_MN,CLUSTER_TRAP_BEARING_OEM_GENERIC,TRUE,Deep Groove Ball Bearing 6205-2RSH 25x52x15mm
CI-50093,CIL_MN,CLUSTER_TRAP_BEARING_OEM_GENERIC,TRUE,Deep Groove Ball Bearing 6205-2RSH 25x52x15mm
CI-50103,CIL_MN,CLUSTER_TRAP_LOWINFO_010,FALSE,Pt No 4471B misc spare
CI-50113,CIL_MN,CLUSTER_TRAP_LOWINFO_011,FALSE,MOTOR SPARE
CI-50123,CIL_MN,CLUSTER_TRAP_LOOKALIKE_012,FALSE,Cable 11kV 3C x 400 sqmm Al
CI-50133,CIL_MN,CLUSTER_TRAP_LOOKALIKE_013,FALSE,Cable 11kV 3C x 400 sqmm Cu
CI-50143,CIL_MN,CLUSTER_TRAP_LOOKALIKE_014,FALSE,Bearing 6312
CI-50153,CIL_MN,CLUSTER_TRAP_LOOKALIKE_015,FALSE,Bearing 6312 with C3 Clearance
BH-50004,BHEL_HE,CLUSTER_TRAP_SURFACE_000,FALSE,Gate Valve 150NB Class 150 CS Flanged
BH-50014,BHEL_HE,CLUSTER_TRAP_SURFACE_001,FALSE,Gate Valve 150NB Class 300 CS Flanged
BH-50024,BHEL_HE,CLUSTER_TRAP_DIMENSION,TRUE,Gate Valve Cast Steel 150NB Class 150 Flanged API 600
BH-50034,BHEL_HE,CLUSTER_TRAP_DIMENSION,TRUE,Gate Valve Cast Steel 150NB Class 150 Flanged API 600
BH-50044,BHEL_HE,CLUSTER_TRAP_WIRE_ROPE_UOM,TRUE,Steel Wire Rope 6x36 IWRC 24mm
BH-50054,BHEL_HE,CLUSTER_TRAP_WIRE_ROPE_UOM,TRUE,Steel Wire Rope 6x36 IWRC 24mm
BH-50064,BHEL_HE,CLUSTER_TRAP_NONCONVERT_006,FALSE,Hex Bolt M16 x 80 Grade 8.8
BH-50074,BHEL_HE,CLUSTER_TRAP_NONCONVERT_007,FALSE,Hex Bolt M16 x 80 Grade 8.8
BH-50084,BHEL_HE,CLUSTER_TRAP_BEARING_OEM_GENERIC,TRUE,Deep Groove Ball Bearing 6205-2RSH 25x52x15mm
BH-50094,BHEL_HE,CLUSTER_TRAP_BEARING_OEM_GENERIC,TRUE,Deep Groove Ball Bearing 6205-2RSH 25x52x15mm
BH-50104,BHEL_HE,CLUSTER_TRAP_LOWINFO_010,FALSE,Pt No 4471B misc spare
BH-50114,BHEL_HE,CLUSTER_TRAP_LOWINFO_011,FALSE,MOTOR SPARE
BH-50124,BHEL_HE,CLUSTER_TRAP_LOOKALIKE_012,FALSE,Cable 11kV 3C x 400 sqmm Al
BH-50134,BHEL_HE,CLUSTER_TRAP_LOOKALIKE_013,FALSE,Cable 11kV 3C x 400 sqmm Cu
BH-50144,BHEL_HE,CLUSTER_TRAP_LOOKALIKE_014,FALSE,Bearing 6312
BH-50154,BHEL_HE,CLUSTER_TRAP_LOOKALIKE_015,FALSE,Bearing 6312 with C3 Clearance
