material_id,cpse_name,sector,plant,legacy_material_code,material_description,short_description,material_category,material_subcategory,technical_specification,material_grade,size,manufacturer,manufacturer_part_number,uom,unit_price,currency,annual_consumption,lead_time_days,criticality,procurement_type,supplier,last_purchase_date,status,canonical_material_id,common_national_material_code,duplicate_group_id,equivalence_group_id,match_type,equivalence_label,standardized_description,standardized_specification
MAT-PW-001750,BHEL,Power,BHEL-PLANT-04,PW-752827,22220 Spherical Roller BRG 22220,22220 Spherical Roller BRG 22220,Bearings,Spherical Roller Bearing,ISO 15,22220,22220,National Components,MP-41323,MTR,155695.79,INR,1848,54,CRITICAL,Domestic,Supplier B,2023-08-15,ACTIVE,CAN-PW-00275,NMC-PW-00275,DUP-PW-00800,EQ-PW-00800,NEAR_DUPLICATE,1,22220 Spherical Roller Bearing 22220,ISO 15
MAT-PW-001751,BHEL,Power,BHEL-PLANT-03,PW-575887,400A MCCB 4 Pole,400A MCCB 4 Pole,Switchgear,MCCB,36 kA,400A,4 Pole,Precision Works,MP-23717,PC,185757.61,INR,382,76,MEDIUM,Rate Contract,Supplier B,2023-03-29,BLOCKED,CAN-PW-00386,NMC-PW-00386,DUP-PW-00800,EQ-PW-00800,NEAR_DUPLICATE,1,400A MCCB 4 Pole,36 kA
MAT-PW-001752,NHPC,Power,NHPC-PLANT-04,PW-848442,XLPE POWER CABLE - CU/XLPE - 3C X 185 SQMM,XLPE POWER CABLE - CU/XLPE - 3C X 185 SQ,Cables,XLPE Power Cable,11 kV,Cu/XLPE,3C x 185 sqmm,OEM Equivalent,MP-45175,NOS,196458.42,INR,1803,26,HIGH,Domestic,Supplier A,2023-07-11,ACTIVE,CAN-PW-00078,NMC-PW-00078,DUP-PW-00800,EQ-PW-00800,NEAR_DUPLICATE,1,Cu/XLPE XLPE Power Cable 3C x 185 sqmm,11 kV
MAT-PW-001753,POWERGRID,Power,POWERGRID-PLANT-05,PW-748465,XLPE Power Cable SMLS Cu/XLPE 3C x 185 sqmm,XLPE Power Cable SMLS Cu/XLPE 3C x 185 s,Cables,XLPE Power Cable,11 kV,Cu/XLPE,3C x 185 sqmm,ABC Industries,MP-40780,LTR,214871.55,INR,448,3,HIGH,Domestic,Supplier A,2025-07-18,ACTIVE,CAN-PW-00045,NMC-PW-00045,DUP-PW-00800,EQ-PW-00800,NEAR_DUPLICATE,1,Cu/XLPE XLPE Power Cable 3C x 185 sqmm,11 kV
MAT-PW-001754,NHPC,Power,NHPC-PLANT-05,PW-166576,"Induction Motor, 415V, 15 kW","Induction Motor, 415V, 15 kW",Motors,Induction Motor,IEC 60034,415V,15 kW,Precision Works,MP-27310,MTR,183795.53,INR,4796,26,CRITICAL,Imported,Supplier B,2023-10-23,ACTIVE,CAN-PW-00499,NMC-PW-00499,DUP-PW-00800,EQ-PW-00800,NEAR_DUPLICATE,1,415V Induction Motor 15 kW,IEC 60034
MAT-PW-001755,NHPC,Power,NHPC-PLANT-08,PW-310310,415V Induction Motor 15 kW,415V Induction Motor 15 kW,Motors,Induction Motor,IEC 60034,415V,15 kW,Bharat Engineering,MP-55305,PC,248436.0,INR,870,52,LOW,Domestic,Supplier C,2022-10-29,ACTIVE,CAN-PW-00411,NMC-PW-00411,DUP-PW-00800,EQ-PW-00800,FUNCTIONALLY_EQUIVALENT,1,415V Induction Motor 15 kW,IEC 60034
MAT-PW-001756,SJVN,Power,SJVN-PLANT-08,PW-144682,415V Induction Motor 15 kW,415V Induction Motor 15 kW,Motors,Induction Motor,IEC 60034,415V,15 kW,OEM Equivalent,MP-75516,M,219230.92,INR,2572,66,CRITICAL,Rate Contract,Supplier B,2025-12-06,ACTIVE,CAN-PW-00477,NMC-PW-00477,DUP-PW-00800,EQ-PW-00800,FUNCTIONALLY_EQUIVALENT,1,415V Induction Motor 15 kW,IEC 60034
MAT-PW-001757,BHEL,Power,BHEL-PLANT-02,PW-304910,Spherical Roller Bearing SMLS 22220 22220,Spherical Roller Bearing SMLS 22220 2222,Bearings,Spherical Roller Bearing,ISO 15,22220,22220,Bharat Engineering,MP-23772,NOS,49160.38,INR,1640,15,HIGH,Rate Contract,Supplier B,2024-07-21,ACTIVE,CAN-PW-00273,NMC-PW-00273,DUP-PW-00800,EQ-PW-00800,FUNCTIONALLY_EQUIVALENT,1,22220 Spherical Roller Bearing 22220,ISO 15
MAT-PW-001758,SJVN,Power,SJVN-PLANT-08,PW-359352,Spherical Roller Bearing - 22220 - 22220,Spherical Roller Bearing - 22220 - 22220,Bearings,Spherical Roller Bearing,ISO 15,22220,22220,ABC Industries,MP-87617,NOS,220144.57,INR,1376,74,LOW,Domestic,Supplier B,2024-09-05,BLOCKED,CAN-PW-00227,NMC-PW-00227,DUP-PW-00800,EQ-PW-00800,SIMILAR_NOT_EQUIVALENT,0,22220 Spherical Roller Bearing 22220,ISO 15
MAT-PW-001759,NTPC,Power,NTPC-PLANT-04,PW-705575,CS Boiler Feed Pump 100 m3/h,CS Boiler Feed Pump 100 m3/h,Pumps,Boiler Feed Pump,API 610,CS,100 m3/h,OEM Equivalent,MP-69557,KG,18660.52,INR,3024,87,MEDIUM,Rate Contract,Supplier C,2025-03-13,ACTIVE,CAN-PW-00699,NMC-PW-00699,DUP-PW-00800,EQ-PW-00800,SIMILAR_NOT_EQUIVALENT,0,CS Boiler Feed Pump 100 m3/h,API 610
MAT-PW-001760,NTPC,Power,NTPC-PLANT-08,PW-252396,415V Induction Motor 15 kW,415V Induction Motor 15 kW,Motors,Induction Motor,IEC 60034,415V,15 kW,National Components,MP-62378,LTR,181854.73,INR,258,35,MEDIUM,Domestic,Supplier B,2024-12-21,BLOCKED,CAN-PW-00444,NMC-PW-00444,DUP-PW-00800,EQ-PW-00800,UNRELATED,0,415V Induction Motor 15 kW,IEC 60034
MAT-PW-001761,NTPC,Power,NTPC-PLANT-04,PW-678862,400A MCCB 4 Pole,400A MCCB 4 Pole,Switchgear,MCCB,36 kA,400A,4 Pole,Precision Works,MP-53002,MTR,151497.96,INR,91,54,HIGH,Imported,Supplier A,2025-01-06,ACTIVE,CAN-PW-00310,NMC-PW-00310,DUP-PW-00800,EQ-PW-00800,EXACT_DUPLICATE,1,400A MCCB 4 Pole,36 kA
MAT-PW-001762,NHPC,Power,NHPC-PLANT-08,PW-517344,MCCB 400A 4 Pole,MCCB 400A 4 Pole,Switchgear,MCCB,36 kA,400A,4 Pole,Precision Works,MP-19418,NOS,5121.58,INR,1645,64,MEDIUM,Imported,Supplier D,2024-11-11,BLOCKED,CAN-PW-00315,NMC-PW-00315,DUP-PW-00800,EQ-PW-00800,EXACT_DUPLICATE,1,400A MCCB 4 Pole,36 kA
MAT-PW-001763,SJVN,Power,SJVN-PLANT-02,PW-308803,Disc Insulator Porcelain 11 kV,Disc Insulator Porcelain 11 kV,Insulators,Disc Insulator,IEC 60383,Porcelain,11 kV,OEM Equivalent,MP-37830,KG,17673.9,INR,240,53,MEDIUM,Rate Contract,Supplier B,2023-07-17,ACTIVE,CAN-PW-00747,NMC-PW-00747,DUP-PW-00800,EQ-PW-00800,EXACT_DUPLICATE,1,Porcelain Disc Insulator 11 kV,IEC 60383
MAT-PW-001764,NHPC,Power,NHPC-PLANT-01,PW-507722,Disc Insulator SMLS Porcelain 11 kV,Disc Insulator SMLS Porcelain 11 kV,Insulators,Disc Insulator,IEC 60383,Porcelain,11 kV,National Components,MP-56370,MTR,230498.72,INR,2987,45,HIGH,Imported,Supplier B,2023-07-24,ACTIVE,CAN-PW-00774,NMC-PW-00774,DUP-PW-00800,EQ-PW-00800,EXACT_DUPLICATE,1,Porcelain Disc Insulator 11 kV,IEC 60383
MAT-PW-001765,SJVN,Power,SJVN-PLANT-04,PW-389824,CS Boiler Feed Pump 100 m3/h,CS Boiler Feed Pump 100 m3/h,Pumps,Boiler Feed Pump,API 610,CS,100 m3/h,National Components,MP-17676,PC,100262.44,INR,2077,16,LOW,Rate Contract,Supplier B,2025-03-07,BLOCKED,CAN-PW-00632,NMC-PW-00632,DUP-PW-00800,EQ-PW-00800,EXACT_DUPLICATE,1,CS Boiler Feed Pump 100 m3/h,API 610
MAT-PW-001766,NTPC,Power,NTPC-PLANT-06,PW-162889,Mineral Oil Transformer Oil DIA 200 L,Mineral Oil Transformer Oil DIA 200 L,Transformers,Transformer Oil,IEC 60296,Mineral Oil,200 L,Bharat Engineering,MP-71535,LTR,213388.2,INR,3872,15,MEDIUM,Rate Contract,Supplier D,2023-06-17,ACTIVE,CAN-PW-00146,NMC-PW-00146,DUP-PW-00800,EQ-PW-00800,EXACT_DUPLICATE,1,Mineral Oil Transformer Oil 200 L,IEC 60296
MAT-PW-001767,SJVN,Power,SJVN-PLANT-04,PW-516857,Boiler Feed Pump - CS - 100 m3/h,Boiler Feed Pump - CS - 100 m3/h,Pumps,Boiler Feed Pump,API 610,CS,100 m3/h,Bharat Engineering,MP-43357,KG,28360.16,INR,1922,62,HIGH,Domestic,Supplier B,2025-06-19,ACTIVE,CAN-PW-00636,NMC-PW-00636,DUP-PW-00800,EQ-PW-00800,EXACT_DUPLICATE,1,CS Boiler Feed Pump 100 m3/h,API 610
MAT-PW-001768,POWERGRID,Power,POWERGRID-PLANT-07,PW-390998,Transformer Oil Mineral Oil 200 L,Transformer Oil Mineral Oil 200 L,Transformers,Transformer Oil,IEC 60296,Mineral Oil,200 L,National Components,MP-88590,EA,54793.06,INR,3304,79,HIGH,Domestic,Supplier B,2023-11-03,ACTIVE,CAN-PW-00104,NMC-PW-00104,DUP-PW-00800,EQ-PW-00800,EXACT_DUPLICATE,1,Mineral Oil Transformer Oil 200 L,IEC 60296
MAT-PW-001769,POWERGRID,Power,POWERGRID-PLANT-05,PW-757834,415V INDUCTION MOTOR DIA 15 KW,415V INDUCTION MOTOR DIA 15 KW,Motors,Induction Motor,IEC 60034,415V,15 kW,Bharat Engineering,MP-59972,LTR,197945.24,INR,761,36,HIGH,Rate Contract,Supplier D,2023-08-04,ACTIVE,CAN-PW-00412,NMC-PW-00412,DUP-PW-00800,EQ-PW-00800,NEAR_DUPLICATE,1,415V Induction Motor 15 kW,IEC 60034
MAT-PW-001770,NHPC,Power,NHPC-PLANT-07,PW-424792,"Transformer  Oil,  Mineral  Oil,  200  L","Transformer  Oil,  Mineral  Oil,  200  L",Transformers,Transformer Oil,IEC 60296,Mineral Oil,200 L,ABC Industries,MP-50745,EA,72710.54,INR,1202,42,HIGH,Imported,Supplier B,2024-09-01,ACTIVE,CAN-PW-00103,NMC-PW-00103,DUP-PW-00800,EQ-PW-00800,NEAR_DUPLICATE,1,Mineral Oil Transformer Oil 200 L,IEC 60296
MAT-PW-001771,NTPC,Power,NTPC-PLANT-06,PW-985422,CS Boiler Feed Pump 100 m3/h,CS Boiler Feed Pump 100 m3/h,Pumps,Boiler Feed Pump,API 610,CS,100 m3/h,Precision Works,MP-30693,NOS,141313.28,INR,1804,37,CRITICAL,Imported,Supplier C,2026-04-21,ACTIVE,CAN-PW-00608,NMC-PW-00608,DUP-PW-00800,EQ-PW-00800,NEAR_DUPLICATE,1,CS Boiler Feed Pump 100 m3/h,API 610
MAT-PW-001772,BHEL,Power,BHEL-PLANT-05,PW-664882,"Disc Insulator, Porcelain, 11 kV","Disc Insulator, Porcelain, 11 kV",Insulators,Disc Insulator,IEC 60383,Porcelain,11 kV,Bharat Engineering,MP-85308,LTR,137843.28,INR,1414,37,MEDIUM,Domestic,Supplier C,2024-11-03,BLOCKED,CAN-PW-00800,NMC-PW-00800,DUP-PW-00800,EQ-PW-00800,NEAR_DUPLICATE,1,Porcelain Disc Insulator 11 kV,IEC 60383
MAT-PW-001773,NTPC,Power,NTPC-PLANT-01,PW-537185,"Disc Insulator, Porcelain, 11 kV","Disc Insulator, Porcelain, 11 kV",Insulators,Disc Insulator,IEC 60383,Porcelain,11 kV,Bharat Engineering,MP-99759,MTR,210201.78,INR,501,38,MEDIUM,Rate Contract,Supplier D,2022-08-09,ACTIVE,CAN-PW-00779,NMC-PW-00779,DUP-PW-00800,EQ-PW-00800,NEAR_DUPLICATE,1,Porcelain Disc Insulator 11 kV,IEC 60383
MAT-PW-001774,BHEL,Power,BHEL-PLANT-07,PW-112672,Spherical Roller Bearing 22220 22220,Spherical Roller Bearing 22220 22220,Bearings,Spherical Roller Bearing,ISO 15,22220,22220,National Components,MP-69417,MTR,158692.86,INR,1375,79,MEDIUM,Rate Contract,Supplier A,2023-02-09,BLOCKED,CAN-PW-00236,NMC-PW-00236,DUP-PW-00800,EQ-PW-00800,NEAR_DUPLICATE,1,22220 Spherical Roller Bearing 22220,ISO 15
MAT-PW-001775,NHPC,Power,NHPC-PLANT-05,PW-274072,Boiler Feed Pump CS 100 m3/h,Boiler Feed Pump CS 100 m3/h,Pumps,Boiler Feed Pump,API 610,CS,100 m3/h,ABC Industries,MP-92440,M,152494.06,INR,1460,18,CRITICAL,Imported,Supplier C,2023-12-11,ACTIVE,CAN-PW-00675,NMC-PW-00675,DUP-PW-00800,EQ-PW-00800,FUNCTIONALLY_EQUIVALENT,1,CS Boiler Feed Pump 100 m3/h,API 610
MAT-PW-001776,NTPC,Power,NTPC-PLANT-07,PW-124777,"Spherical Roller Bearing, 22220, 22220","Spherical Roller Bearing, 22220, 22220",Bearings,Spherical Roller Bearing,ISO 15,22220,22220,National Components,MP-50054,NOS,100089.35,INR,1426,33,CRITICAL,Domestic,Supplier C,2023-03-24,ACTIVE,CAN-PW-00216,NMC-PW-00216,DUP-PW-00800,EQ-PW-00800,FUNCTIONALLY_EQUIVALENT,1,22220 Spherical Roller Bearing 22220,ISO 15
MAT-PW-001777,BHEL,Power,BHEL-PLANT-07,PW-263706,Spherical Roller Bearing SMLS 22220 22220,Spherical Roller Bearing SMLS 22220 2222,Bearings,Spherical Roller Bearing,ISO 15,22220,22220,National Components,MP-58324,LTR,25912.42,INR,4610,51,CRITICAL,Domestic,Supplier C,2024-08-23,ACTIVE,CAN-PW-00245,NMC-PW-00245,DUP-PW-00800,EQ-PW-00800,FUNCTIONALLY_EQUIVALENT,1,22220 Spherical Roller Bearing 22220,ISO 15
MAT-PW-001778,POWERGRID,Power,POWERGRID-PLANT-03,PW-289024,"Induction Motor, 415V, 15 kW","Induction Motor, 415V, 15 kW",Motors,Induction Motor,IEC 60034,415V,15 kW,OEM Equivalent,MP-14143,PC,126332.96,INR,4152,33,HIGH,Imported,Supplier B,2022-09-06,ACTIVE,CAN-PW-00430,NMC-PW-00430,DUP-PW-00800,EQ-PW-00800,SIMILAR_NOT_EQUIVALENT,0,415V Induction Motor 15 kW,IEC 60034
MAT-PW-001779,SJVN,Power,SJVN-PLANT-07,PW-994878,400A MCCB DIA 4 Pole,400A MCCB DIA 4 Pole,Switchgear,MCCB,36 kA,400A,4 Pole,Bharat Engineering,MP-45586,KG,61103.44,INR,602,57,HIGH,Domestic,Supplier D,2025-10-24,ACTIVE,CAN-PW-00344,NMC-PW-00344,DUP-PW-00800,EQ-PW-00800,SIMILAR_NOT_EQUIVALENT,0,400A MCCB 4 Pole,36 kA
MAT-PW-001780,NTPC,Power,NTPC-PLANT-04,PW-803011,CI Butterfly Valve DIA 150 mm,CI Butterfly Valve DIA 150 mm,Valves,Butterfly Valve,API 609,CI,150 mm,ABC Industries,MP-97555,NOS,99065.76,INR,4900,48,HIGH,Rate Contract,Supplier A,2026-06-28,ACTIVE,CAN-PW-00522,NMC-PW-00522,DUP-PW-00800,EQ-PW-00800,UNRELATED,0,CI Butterfly Valve 150 mm,API 609
MAT-PW-001781,POWERGRID,Power,POWERGRID-PLANT-04,PW-244958,Induction Motor 415V 15 kW,Induction Motor 415V 15 kW,Motors,Induction Motor,IEC 60034,415V,15 kW,National Components,MP-36076,MTR,158191.87,INR,4518,28,MEDIUM,Domestic,Supplier A,2024-08-23,BLOCKED,CAN-PW-00443,NMC-PW-00443,DUP-PW-00800,EQ-PW-00800,EXACT_DUPLICATE,1,415V Induction Motor 15 kW,IEC 60034
MAT-PW-001782,SJVN,Power,SJVN-PLANT-03,PW-499005,Cu/XLPE XLPE Power Cable 3C x 185 sqmm,Cu/XLPE XLPE Power Cable 3C x 185 sqmm,Cables,XLPE Power Cable,11 kV,Cu/XLPE,3C x 185 sqmm,ABC Industries,MP-71776,PC,217509.11,INR,4487,19,MEDIUM,Rate Contract,Supplier D,2025-05-18,ACTIVE,CAN-PW-00093,NMC-PW-00093,DUP-PW-00800,EQ-PW-00800,EXACT_DUPLICATE,1,Cu/XLPE XLPE Power Cable 3C x 185 sqmm,11 kV
MAT-PW-001783,NTPC,Power,NTPC-PLANT-01,PW-704688,Butterfly Valve SMLS CI 150 mm,Butterfly Valve SMLS CI 150 mm,Valves,Butterfly Valve,API 609,CI,150 mm,National Components,MP-95745,MTR,42610.47,INR,2252,67,MEDIUM,Domestic,Supplier A,2022-09-01,ACTIVE,CAN-PW-00544,NMC-PW-00544,DUP-PW-00800,EQ-PW-00800,EXACT_DUPLICATE,1,CI Butterfly Valve 150 mm,API 609
MAT-PW-001784,POWERGRID,Power,POWERGRID-PLANT-06,PW-290778,CI Butterfly Valve 150 mm,CI Butterfly Valve 150 mm,Valves,Butterfly Valve,API 609,CI,150 mm,Precision Works,MP-69398,MTR,163750.11,INR,4677,6,CRITICAL,Imported,Supplier C,2026-05-30,BLOCKED,CAN-PW-00542,NMC-PW-00542,DUP-PW-00800,EQ-PW-00800,EXACT_DUPLICATE,1,CI Butterfly Valve 150 mm,API 609
MAT-PW-001785,NHPC,Power,NHPC-PLANT-07,PW-675146,CS Boiler Feed Pump DIA 100 m3/h,CS Boiler Feed Pump DIA 100 m3/h,Pumps,Boiler Feed Pump,API 610,CS,100 m3/h,National Components,MP-59108,PC,134528.65,INR,2736,42,LOW,Domestic,Supplier A,2025-02-26,BLOCKED,CAN-PW-00617,NMC-PW-00617,DUP-PW-00800,EQ-PW-00800,EXACT_DUPLICATE,1,CS Boiler Feed Pump 100 m3/h,API 610
MAT-PW-001786,POWERGRID,Power,POWERGRID-PLANT-02,PW-242072,CU/XLPE XLPE POWER CABLE 3C X 185 SQMM,CU/XLPE XLPE POWER CABLE 3C X 185 SQMM,Cables,XLPE Power Cable,11 kV,Cu/XLPE,3C x 185 sqmm,OEM Equivalent,MP-16310,LTR,40411.96,INR,2875,62,LOW,Domestic,Supplier B,2024-09-13,ACTIVE,CAN-PW-00080,NMC-PW-00080,DUP-PW-00800,EQ-PW-00800,EXACT_DUPLICATE,1,Cu/XLPE XLPE Power Cable 3C x 185 sqmm,11 kV
MAT-PW-001787,NTPC,Power,NTPC-PLANT-06,PW-850087,Induction Motor SMLS 415V 15 kW,Induction Motor SMLS 415V 15 kW,Motors,Induction Motor,IEC 60034,415V,15 kW,OEM Equivalent,MP-91389,NOS,75998.49,INR,3518,14,LOW,Imported,Supplier D,2025-01-23,BLOCKED,CAN-PW-00460,NMC-PW-00460,DUP-PW-00800,EQ-PW-00800,EXACT_DUPLICATE,1,415V Induction Motor 15 kW,IEC 60034
MAT-PW-001788,POWERGRID,Power,POWERGRID-PLANT-08,PW-641924,CS Boiler Feed Pump DIA 100 m3/h,CS Boiler Feed Pump DIA 100 m3/h,Pumps,Boiler Feed Pump,API 610,CS,100 m3/h,Bharat Engineering,MP-86719,KG,63559.39,INR,3010,35,LOW,Rate Contract,Supplier D,2024-06-20,ACTIVE,CAN-PW-00667,NMC-PW-00667,DUP-PW-00800,EQ-PW-00800,EXACT_DUPLICATE,1,CS Boiler Feed Pump 100 m3/h,API 610
MAT-PW-001789,NTPC,Power,NTPC-PLANT-02,PW-311788,415V Induction Motor 15 kW,415V Induction Motor 15 kW,Motors,Induction Motor,IEC 60034,415V,15 kW,OEM Equivalent,MP-31769,EA,129703.65,INR,2380,5,HIGH,Domestic,Supplier C,2024-02-21,ACTIVE,CAN-PW-00455,NMC-PW-00455,DUP-PW-00800,EQ-PW-00800,NEAR_DUPLICATE,1,415V Induction Motor 15 kW,IEC 60034
MAT-PW-001790,SJVN,Power,SJVN-PLANT-06,PW-460269,"MCCB, 400A, 4 Pole","MCCB, 400A, 4 Pole",Switchgear,MCCB,36 kA,400A,4 Pole,OEM Equivalent,MP-37828,MTR,11119.87,INR,199,18,MEDIUM,Imported,Supplier C,2025-10-23,ACTIVE,CAN-PW-00392,NMC-PW-00392,DUP-PW-00800,EQ-PW-00800,NEAR_DUPLICATE,1,400A MCCB 4 Pole,36 kA
MAT-PW-001791,SJVN,Power,SJVN-PLANT-03,PW-837856,Disc Insulator SMLS Porcelain 11 kV,Disc Insulator SMLS Porcelain 11 kV,Insulators,Disc Insulator,IEC 60383,Porcelain,11 kV,ABC Industries,MP-65766,LTR,42584.14,INR,1352,50,MEDIUM,Domestic,Supplier B,2023-12-10,ACTIVE,CAN-PW-00780,NMC-PW-00780,DUP-PW-00800,EQ-PW-00800,NEAR_DUPLICATE,1,Porcelain Disc Insulator 11 kV,IEC 60383
MAT-PW-001792,NHPC,Power,NHPC-PLANT-02,PW-197625,Butterfly Valve - CI - 150 mm,Butterfly Valve - CI - 150 mm,Valves,Butterfly Valve,API 609,CI,150 mm,OEM Equivalent,MP-41238,M,992.57,INR,3851,35,CRITICAL,Imported,Supplier B,2026-01-10,ACTIVE,CAN-PW-00576,NMC-PW-00576,DUP-PW-00800,EQ-PW-00800,NEAR_DUPLICATE,1,CI Butterfly Valve 150 mm,API 609
MAT-PW-001793,BHEL,Power,BHEL-PLANT-05,PW-871518,Induction Motor - 415V - 15 kW,Induction Motor - 415V - 15 kW,Motors,Induction Motor,IEC 60034,415V,15 kW,National Components,MP-20758,EA,120804.03,INR,3658,59,MEDIUM,Imported,Supplier B,2023-01-07,ACTIVE,CAN-PW-00406,NMC-PW-00406,DUP-PW-00800,EQ-PW-00800,NEAR_DUPLICATE,1,415V Induction Motor 15 kW,IEC 60034
MAT-PW-001794,NHPC,Power,NHPC-PLANT-04,PW-560769,"Transformer Oil, Mineral Oil, 200 L","Transformer Oil, Mineral Oil, 200 L",Transformers,Transformer Oil,IEC 60296,Mineral Oil,200 L,ABC Industries,MP-92976,EA,45524.28,INR,682,46,LOW,Domestic,Supplier D,2022-12-24,BLOCKED,CAN-PW-00108,NMC-PW-00108,DUP-PW-00800,EQ-PW-00800,NEAR_DUPLICATE,1,Mineral Oil Transformer Oil 200 L,IEC 60296
MAT-PW-001795,NTPC,Power,NTPC-PLANT-04,PW-618421,XLPE Power Cable Cu/XLPE 3C x 185 sqmm,XLPE Power Cable Cu/XLPE 3C x 185 sqmm,Cables,XLPE Power Cable,11 kV,Cu/XLPE,3C x 185 sqmm,OEM Equivalent,MP-95293,LTR,37556.64,INR,2030,66,HIGH,Domestic,Supplier D,2026-07-21,ACTIVE,CAN-PW-00090,NMC-PW-00090,DUP-PW-00800,EQ-PW-00800,FUNCTIONALLY_EQUIVALENT,1,Cu/XLPE XLPE Power Cable 3C x 185 sqmm,11 kV
MAT-PW-001796,SJVN,Power,SJVN-PLANT-07,PW-777182,415V Induction Motor DIA 15 kW,415V Induction Motor DIA 15 kW,Motors,Induction Motor,IEC 60034,415V,15 kW,OEM Equivalent,MP-15503,LTR,31725.66,INR,3743,81,LOW,Rate Contract,Supplier D,2023-02-16,BLOCKED,CAN-PW-00455,NMC-PW-00455,DUP-PW-00800,EQ-PW-00800,FUNCTIONALLY_EQUIVALENT,1,415V Induction Motor 15 kW,IEC 60034
MAT-PW-001797,NHPC,Power,NHPC-PLANT-02,PW-150310,XLPE Power Cable SMLS Cu/XLPE 3C x 185 sqmm,XLPE Power Cable SMLS Cu/XLPE 3C x 185 s,Cables,XLPE Power Cable,11 kV,Cu/XLPE,3C x 185 sqmm,Precision Works,MP-61140,EA,4628.22,INR,134,81,CRITICAL,Domestic,Supplier C,2023-03-31,ACTIVE,CAN-PW-00033,NMC-PW-00033,DUP-PW-00800,EQ-PW-00800,FUNCTIONALLY_EQUIVALENT,1,Cu/XLPE XLPE Power Cable 3C x 185 sqmm,11 kV
MAT-PW-001798,NTPC,Power,NTPC-PLANT-08,PW-854835,XLPE Power Cable Cu/XLPE 3C x 185 sqmm,XLPE Power Cable Cu/XLPE 3C x 185 sqmm,Cables,XLPE Power Cable,11 kV,Cu/XLPE,3C x 185 sqmm,OEM Equivalent,MP-56261,MTR,48750.2,INR,1890,89,CRITICAL,Domestic,Supplier B,2022-12-06,BLOCKED,CAN-PW-00004,NMC-PW-00004,DUP-PW-00800,EQ-PW-00800,SIMILAR_NOT_EQUIVALENT,0,Cu/XLPE XLPE Power Cable 3C x 185 sqmm,11 kV
MAT-PW-001799,NHPC,Power,NHPC-PLANT-07,PW-352004,Butterfly  Valve  CI  150  mm,Butterfly  Valve  CI  150  mm,Valves,Butterfly Valve,API 609,CI,150 mm,Precision Works,MP-49217,M,49502.95,INR,3273,28,MEDIUM,Rate Contract,Supplier A,2026-08-05,BLOCKED,CAN-PW-00511,NMC-PW-00511,DUP-PW-00800,EQ-PW-00800,SIMILAR_NOT_EQUIVALENT,0,CI Butterfly Valve 150 mm,API 609
MAT-PW-001800,NTPC,Power,NTPC-PLANT-01,PW-742253,Disc Insulator SMLS Porcelain 11 kV,Disc Insulator SMLS Porcelain 11 kV,Insulators,Disc Insulator,IEC 60383,Porcelain,11 kV,OEM Equivalent,MP-90339,M,237979.41,INR,1564,64,HIGH,Domestic,Supplier B,2022-11-02,ACTIVE,CAN-PW-00714,NMC-PW-00714,DUP-PW-00800,EQ-PW-00800,UNRELATED,0,Porcelain Disc Insulator 11 kV,IEC 60383
MAT-PW-001801,SJVN,Power,SJVN-PLANT-04,PW-624606,415V Induction Motor 15 kW,415V Induction Motor 15 kW,Motors,Induction Motor,IEC 60034,415V,15 kW,Bharat Engineering,MP-12466,MTR,57535.75,INR,1571,88,LOW,Rate Contract,Supplier B,2024-10-31,BLOCKED,CAN-PW-00435,NMC-PW-00435,DUP-PW-00800,EQ-PW-00800,EXACT_DUPLICATE,1,415V Induction Motor 15 kW,IEC 60034
MAT-PW-001802,BHEL,Power,BHEL-PLANT-01,PW-347237,Disc Insulator Porcelain 11 kV,Disc Insulator Porcelain 11 kV,Insulators,Disc Insulator,IEC 60383,Porcelain,11 kV,National Components,MP-87460,NOS,159037.11,INR,2683,19,HIGH,Imported,Supplier B,2025-08-11,ACTIVE,CAN-PW-00795,NMC-PW-00795,DUP-PW-00800,EQ-PW-00800,EXACT_DUPLICATE,1,Porcelain Disc Insulator 11 kV,IEC 60383
MAT-PW-001803,SJVN,Power,SJVN-PLANT-07,PW-505495,"BOILER FEED PUMP, CS, 100 M3/H","BOILER FEED PUMP, CS, 100 M3/H",Pumps,Boiler Feed Pump,API 610,CS,100 m3/h,OEM Equivalent,MP-57902,PC,206031.02,INR,3787,3,MEDIUM,Rate Contract,Supplier D,2025-01-10,ACTIVE,CAN-PW-00671,NMC-PW-00671,DUP-PW-00800,EQ-PW-00800,EXACT_DUPLICATE,1,CS Boiler Feed Pump 100 m3/h,API 610
MAT-PW-001804,BHEL,Power,BHEL-PLANT-05,PW-222589,XLPE Power Cable Cu/XLPE 3C x 185 sqmm,XLPE Power Cable Cu/XLPE 3C x 185 sqmm,Cables,XLPE Power Cable,11 kV,Cu/XLPE,3C x 185 sqmm,National Components,MP-65692,EA,44996.77,INR,982,24,CRITICAL,Imported,Supplier C,2024-04-20,BLOCKED,CAN-PW-00077,NMC-PW-00077,DUP-PW-00800,EQ-PW-00800,EXACT_DUPLICATE,1,Cu/XLPE XLPE Power Cable 3C x 185 sqmm,11 kV
