cpse_id,sector,plant_code,source_material_code,material_type,material_description,technical_spec_text,uom,existing_material_group,unit_price_inr,current_stock_qty,annual_procurement_qty,bucket,human_review_flag
CPCL_OG,Oil & Gas,CPCL_MANALI,CP-10280,ERSA,AC Contactor 32A 415V,IEC 60947-4-1 | 3P | Coil 230VAC,EA,AC-GEN,3374.67,72,264,A,False
NTPC_PW,Power,NTPC_SINGRAULI,NT-10281,ERSA,AC Contactor 32A 415V,IEC 60947-4-1 | 3P | Coil 230VAC,EA,AC-GEN,3406.66,62,261,A,False
SAIL_ST,Steel,SAIL_BHILAI,SA-10282,ERSA,AC Contactor 32A 415V,IEC 60947-4-1 | 3P | Coil 230VAC,EA,AC-GEN,3100.41,33,179,A,False
CIL_MN,Mining,CIL_SINGRAULI,CI-10283,ERSA,AC Contactor 32A 415V,IEC 60947-4-1 | 3P | Coil 230VAC,EA,AC-GEN,3109.11,68,282,A,False
BHEL_HE,Heavy Engineering,BHEL_HYDERABAD,BH-10284,ERSA,AC Contactor 32A 415V,IEC 60947-4-1 | 3P | Coil 230VAC,EA,AC-GEN,3276.84,37,130,A,False
CPCL_OG,Oil & Gas,CPCL_MANALI,CP-10290,ERSA,MCCB 250A 4P,IEC 60947-2 | 36kA | Adjustable trip,EA,MCCB-GEN,17420.02,38,79,A,False
NTPC_PW,Power,NTPC_SINGRAULI,NT-10291,ERSA,MCCB 250A 4P,IEC 60947-2 | 36kA | Adjustable trip,EA,MCCB-GEN,17959.01,42,249,A,False
SAIL_ST,Steel,SAIL_BHILAI,SA-10292,ERSA,MCCB 250A 4P,IEC 60947-2 | 36kA | Adjustable trip,EA,MCCB-GEN,18703.92,19,28,A,False
CIL_MN,Mining,CIL_SINGRAULI,CI-10293,ERSA,MCCB 250A 4P,IEC 60947-2 | 36kA | Adjustable trip,EA,MCCB-GEN,17846.75,21,100,A,False
BHEL_HE,Heavy Engineering,BHEL_HYDERABAD,BH-10294,ERSA,MCCB 250A 4P,IEC 60947-2 | 36kA | Adjustable trip,EA,MCCB-GEN,17798.72,55,235,A,False
CPCL_OG,Oil & Gas,CPCL_MANALI,CP-10300,ERSA,Industrial Gear Oil ISO VG 220,EP additive | DIN 51517-3,LTR,INDUSTRIAL-GEN,401.65,61,242,A,False
NTPC_PW,Power,NTPC_SINGRAULI,NT-10301,ERSA,Industrial Gear Oil ISO VG 220,EP additive | DIN 51517-3,LTR,INDUSTRIAL-GEN,385.13,55,226,A,False
SAIL_ST,Steel,SAIL_BHILAI,SA-10302,ERSA,Industrial Gear Oil ISO VG 220,EP additive | DIN 51517-3,LTR,INDUSTRIAL-GEN,436.95,76,394,A,False
CIL_MN,Mining,CIL_SINGRAULI,CI-10303,ERSA,Industrial Gear Oil ISO VG 220,EP additive | DIN 51517-3,LTR,INDUSTRIAL-GEN,382.5,75,231,A,False
BHEL_HE,Heavy Engineering,BHEL_HYDERABAD,BH-10304,ERSA,Industrial Gear Oil ISO VG 220,EP additive | DIN 51517-3,LTR,INDUSTRIAL-GEN,410.63,47,175,A,False
CPCL_OG,Oil & Gas,CPCL_MANALI,CP-10310,ERSA,SPH ROLLER BRG Bearing 32212,60x110x29.75 mm | ISO 355,EA,SPH-GEN,4380.69,55,302,A,False
NTPC_PW,Power,NTPC_SINGRAULI,NT-10311,ERSA,Spherical Roller Brg Bearing 32212,60x110x29.75 mm | ISO 355,EA,SPHERICAL-GEN,4376.93,71,343,A,False
SAIL_ST,Steel,SAIL_BHILAI,SA-10312,ERSA,ROLL NECK BEARING Bearing 32212,60x110x29.75 mm | ISO 355,EA,ROLL-GEN,4471.62,64,144,A,False
CIL_MN,Mining,CIL_SINGRAULI,CI-10313,ERSA,SRB Bearing 32212,60x110x29.75 mm | ISO 355,EA,SRB-GEN,4077.95,64,46,A,False
BHEL_HE,Heavy Engineering,BHEL_HYDERABAD,BH-10314,ERSA,SPHERICAL ROLLER BEARING Bearing 32212,60x110x29.75 mm | ISO 355,EA,SPHERICAL-GEN,4150.98,53,110,A,False
CPCL_OG,Oil & Gas,CPCL_MANALI,CP-10320,ERSA,O-Ring 50 x 3.5 mm NBR,NBR 70 Shore | ISO 3601,NOS,O-RING-GEN,36.96,18,88,A,False
NTPC_PW,Power,NTPC_SINGRAULI,NT-10321,ERSA,O-Ring 50 x 3.5 mm NBR,NBR 70 Shore | ISO 3601,NOS,O-RING-GEN,35.35,52,39,A,False
SAIL_ST,Steel,SAIL_BHILAI,SA-10322,ERSA,O-Ring 50 x 3.5 mm NBR,NBR 70 Shore | ISO 3601,NOS,O-RING-GEN,32.99,56,97,A,False
CIL_MN,Mining,CIL_SINGRAULI,CI-10323,ERSA,O-Ring 50 x 3.5 mm NBR,NBR 70 Shore | ISO 3601,NOS,O-RING-GEN,37.1,25,24,A,False
BHEL_HE,Heavy Engineering,BHEL_HYDERABAD,BH-10324,ERSA,O-Ring 50 x 3.5 mm NBR,NBR 70 Shore | ISO 3601,NOS,O-RING-GEN,33.92,43,75,A,False
CPCL_OG,Oil & Gas,CPCL_MANALI,CP-30010,ERSA,Refinery Catalyst Beads 3mm,Alumina support | refinery catalyst carrier | 3 mm,KG,REFINERY-GEN,951.75,45,216,B,False
NTPC_PW,Power,NTPC_SINGRAULI,NT-30011,ERSA,Power Transformer 25MVA 33/11kV Dyn11,IS 2026 | ONAN | Dyn11 | OLTC,EA,POWER-GEN,19949201.15,37,210,B,False
SAIL_ST,Steel,SAIL_BHILAI,SA-30012,ERSA,Fireclay Refractory Brick 230x114x75mm,IS 8 | Alumina 32% | service 1400C,NOS,FIRECLAY-GEN,92.75,55,156,B,False
CIL_MN,Mining,CIL_SINGRAULI,CI-30013,ERSA,Tricone Rock Drill Bit 8.5in IADC 517,API Spec 7-1 | tungsten carbide inserts,NOS,TRICONE-GEN,198002.53,62,40,B,False
BHEL_HE,Heavy Engineering,BHEL_HYDERABAD,BH-30014,ERSA,Helical Gearbox 22kW Ratio 20:1,IEC motor flange | 22kW | 20:1 | foot mounted,EA,HELICAL-GEN,195142.51,8,27,B,False
CPCL_OG,Oil & Gas,CPCL_MANALI,CP-30020,ERSA,API Drill Collar 6.5 inch,API Spec 7-1 | alloy steel | non-magnetic,MTR,API-GEN,120045.0,10,54,B,False
NTPC_PW,Power,NTPC_SINGRAULI,NT-30021,ERSA,VCB 11kV 1250A,IEC 62271-100 | 25kA | spring charged,EA,VCB-GEN,748233.31,7,6,B,False
SAIL_ST,Steel,SAIL_BHILAI,SA-30022,ERSA,Continuous Cast Square Billet 130x130mm,IS 2830 | Grade Fe 500 | carbon steel,MT,CONTINUOUS-GEN,61092.09,27,18,B,False
CIL_MN,Mining,CIL_SINGRAULI,CI-30023,ERSA,Manganese Jaw Crusher Liner,ASTM A128 | 14% Mn | 1200 mm jaw,NOS,MANGANESE-GEN,170253.67,32,48,B,False
BHEL_HE,Heavy Engineering,BHEL_HYDERABAD,BH-30024,ERSA,Induction Motor 100HP 6P,415V | 50Hz | 6 pole | TEFC | 980 RPM,EA,INDUCTION-GEN,226179.22,16,80,B,False
CPCL_OG,Oil & Gas,CPCL_MANALI,CP-30030,ERSA,Explosion Proof Motor 11kW,415V | Ex d IIB T4 | IP66 | IS/IEC 60079,EA,EXPLOSION-GEN,106878.43,61,161,B,False
NTPC_PW,Power,NTPC_SINGRAULI,NT-30031,ERSA,Polymeric Line Insulator 33kV,IEC 61109 | silicone rubber | 33kV,EA,POLYMERIC-GEN,8993.35,23,40,B,False
SAIL_ST,Steel,SAIL_BHILAI,SA-30032,ERSA,Mill Roll Neck Bearing 500mm Bore,4-row cylindrical roller | 500 mm bore,EA,MILL-GEN,514101.23,22,50,B,False
CIL_MN,Mining,CIL_SINGRAULI,CI-30033,ERSA,Steel Wire Rope 6x36 IWRC 24mm,IS 2266 | bright finish | IWRC,MTR,STEEL-GEN,582.46,5,14,B,False
BHEL_HE,Heavy Engineering,BHEL_HYDERABAD,BH-30034,ERSA,Planetary Gearbox 250kW,Ratio 31.5:1 | 250kW | industrial drive,EA,PLANETARY-GEN,1279554.26,50,228,B,False
CPCL_OG,Oil & Gas,CPCL_MANALI,CP-30040,ERSA,Crude Oil Desalter Demister Pad,SS316L knitted mesh | 1500 mm diameter,EA,CRUDE-GEN,157972.38,27,32,B,False
NTPC_PW,Power,NTPC_SINGRAULI,NT-30041,ERSA,Station Class Surge Arrester 33kV,IEC 60099-4 | ZnO | polymer housed,EA,STATION-GEN,43116.26,33,42,B,False
SAIL_ST,Steel,SAIL_BHILAI,SA-30042,ERSA,Hadfield Steel Jaw Plate,ASTM A128 | Mn 12-14% | crusher liner,NOS,HADFIELD-GEN,193416.53,40,237,B,False
CIL_MN,Mining,CIL_SINGRAULI,CI-30043,ERSA,EP Conveyor Belt 1200mm 5 Ply,DIN 22102 | EP 315/5 | abrasion resistant,MTR,EP-GEN,2973.02,17,80,B,False
BHEL_HE,Heavy Engineering,BHEL_HYDERABAD,BH-30044,ERSA,High Tensile Bolt M24 Grade 10.9,ISO 898-1 | black oxide | heavy duty,NOS,HIGH-GEN,196.26,46,159,B,False
CPCL_OG,Oil & Gas,CPCL_MANALI,CP-30050,ERSA,API 6D Trunnion Ball Valve 300NB CL600,API 6D | ASTM A216 WCB | CL600,NOS,API-GEN,184464.99,49,59,B,False
NTPC_PW,Power,NTPC_SINGRAULI,NT-30051,ERSA,AAAC Conductor Moose,IS 398 | 54/7 aluminium alloy strands,MTR,AAAC-GEN,788.64,45,25,B,False
SAIL_ST,Steel,SAIL_BHILAI,SA-30052,ERSA,Basic Oxygen Furnace Tuyere,Copper alloy | water cooled | BOF duty,EA,BASIC-GEN,337970.94,64,86,B,False
CIL_MN,Mining,CIL_SINGRAULI,CI-30053,ERSA,DTH Hammer 6 inch,DTH drilling | hardened alloy steel,NOS,DTH-GEN,144714.96,48,259,B,False
BHEL_HE,Heavy Engineering,BHEL_HYDERABAD,BH-30054,ERSA,CNC Hydraulic Power Pack 15kW,250 bar | 60 LPM | 15kW motor,EA,CNC-GEN,298484.93,57,118,B,False
CPCL_OG,Oil & Gas,CPCL_MANALI,CP-30060,ERSA,Spiral Wound Gasket 600NB CL300,ASME B16.20 | SS316/graphite | CL300,NOS,SPIRAL-GEN,19463.54,36,175,B,False
NTPC_PW,Power,NTPC_SINGRAULI,NT-30061,ERSA,Battery Charger 220V DC 100A,IEEE/IEC industrial charger | float/boost,EA,BATTERY-GEN,303660.62,70,282,B,False
SAIL_ST,Steel,SAIL_BHILAI,SA-30062,ERSA,Hot Strip Mill Work Roll,Forged alloy steel | 900 mm dia x 2000 mm,EA,HOT-GEN,1856802.97,77,175,B,False
CIL_MN,Mining,CIL_SINGRAULI,CI-30063,ERSA,Dragline Bucket Tooth,High chrome alloy | 150 kg class,NOS,DRAGLINE-GEN,41076.62,33,38,B,False
BHEL_HE,Heavy Engineering,BHEL_HYDERABAD,BH-30064,ERSA,Servo Motor 5kW 3000RPM,400VAC | 5kW | 3000 RPM | encoder,EA,SERVO-GEN,160084.17,59,153,B,False
CPCL_OG,Oil & Gas,CPCL_MANALI,CP-30070,ERSA,Refinery Steam Trap 25NB,API 612 | carbon steel | 16 bar,NOS,REFINERY-GEN,18464.0,74,349,B,False
NTPC_PW,Power,NTPC_SINGRAULI,NT-30071,ERSA,Boiler Feed Pump Impeller,SS410 | 450 mm dia | OEM matched,EA,BOILER-GEN,286075.33,45,29,B,False
SAIL_ST,Steel,SAIL_BHILAI,SA-30072,ERSA,Continuous Annealing Furnace Roller,Heat resistant alloy | 450 mm dia,EA,CONTINUOUS-GEN,428814.45,43,67,B,False
CIL_MN,Mining,CIL_SINGRAULI,CI-30073,ERSA,Mine Ventilation Fan 75kW,415V | 1450 RPM | explosion protected,EA,MINE-GEN,387987.21,47,155,B,False
BHEL_HE,Heavy Engineering,BHEL_HYDERABAD,BH-30074,ERSA,Worm Gearbox 7.5kW Ratio 40:1,IEC flange | 7.5kW | 40:1,EA,WORM-GEN,66725.75,78,398,B,False
CPCL_OG,Oil & Gas,CPCL_MANALI,CP-30080,ERSA,PSV 50NB CL300,API 526 | set pressure 12 bar | carbon steel,NOS,PSV-GEN,66862.0,73,41,B,False
NTPC_PW,Power,NTPC_SINGRAULI,NT-30081,ERSA,Generator Rotor Retaining Ring,18Mn5 steel | forged | turbine generator,EA,GENERATOR-GEN,1468839.71,26,34,B,False
SAIL_ST,Steel,SAIL_BHILAI,SA-30082,ERSA,Graphite Electrode 600mm,UHP grade | 600 mm dia | EAF,NOS,GRAPHITE-GEN,120430.51,54,277,B,False
CIL_MN,Mining,CIL_SINGRAULI,CI-30083,ERSA,Hydraulic Rock Breaker 1.5T,Operating weight 1.5T | 100-150 LPM,EA,HYDRAULIC-GEN,494666.88,32,192,B,False
BHEL_HE,Heavy Engineering,BHEL_HYDERABAD,BH-30084,ERSA,Machine Tool Spindle Bearing Set,Precision class P4 | matched pair | 70mm bore,SET,MACHINE-GEN,85484.22,64,261,B,False
CPCL_OG,Oil & Gas,CPCL_MANALI,CP-30090,ERSA,API 602 Needle Valve 25NB CL800,API 602 | forged A105 | CL800,NOS,API-GEN,23380.01,13,43,B,False
NTPC_PW,Power,NTPC_SINGRAULI,NT-30091,ERSA,11kV XLPE Cable Termination Kit 3C x 400,IEC 60840 | cold shrink | indoor,SET,11KV-GEN,36955.66,33,94,B,False
SAIL_ST,Steel,SAIL_BHILAI,SA-30092,ERSA,Refractory Castable High Alumina 70%,IS 1528 | 70% Al2O3 | low cement,KG,REFRACTORY-GEN,150.73,49,266,B,False
CIL_MN,Mining,CIL_SINGRAULI,CI-30093,ERSA,Crusher Mantle 1100mm,Mn steel | cone crusher | 1100mm,NOS,CRUSHER-GEN,229415.65,46,131,B,False
BHEL_HE,Heavy Engineering,BHEL_HYDERABAD,BH-30094,ERSA,AC Drive 75kW 415V,IEC 61800 | vector control | 75kW,EA,AC-GEN,203387.83,72,205,B,False
CPCL_OG,Oil & Gas,CPCL_MANALI,CP-30100,ERSA,Flame Arrestor 150NB,SS316 | detonation type | API RP 2028,NOS,FLAME-GEN,57032.9,60,168,B,False
NTPC_PW,Power,NTPC_SINGRAULI,NT-30101,ERSA,Power Transformer Breather 1kg Silica Gel,Silica gel | conservator type,EA,POWER-GEN,4095.81,31,45,B,False
SAIL_ST,Steel,SAIL_BHILAI,SA-30102,ERSA,Hydraulic Cylinder 250mm Bore,350 bar | honed tube | steel mill duty,EA,HYDRAULIC-GEN,299201.89,42,51,B,False
CIL_MN,Mining,CIL_SINGRAULI,CI-30103,ERSA,Mining Shovel Hoist Rope 32mm,6x37 IWRC | high tensile | IS 2266,MTR,MINING-GEN,864.05,25,61,B,False
BHEL_HE,Heavy Engineering,BHEL_HYDERABAD,BH-30104,ERSA,Brake Motor 22kW 4P,415V | spring applied brake | TEFC,EA,BRAKE-GEN,119868.65,63,172,B,False
CPCL_OG,Oil & Gas,CPCL_MANALI,CP-30110,ERSA,Refinery Pump Casing 100x80,ASTM A216 WCB | centrifugal pump casing,EA,REFINERY-GEN,173320.17,69,339,B,False
NTPC_PW,Power,NTPC_SINGRAULI,NT-30111,ERSA,CT 33kV 200/1A Class 0.2S,IS 2705 | metering CT | 33kV,EA,CT-GEN,27671.78,14,31,B,False
SAIL_ST,Steel,SAIL_BHILAI,SA-30112,ERSA,Pinch Roll Assembly 450mm,Forged steel | hot strip mill | 450mm,EA,PINCH-GEN,472062.32,48,115,B,False
CIL_MN,Mining,CIL_SINGRAULI,CI-30113,ERSA,Hydraulic Cylinder 300mm Bore Mining,350 bar | hard chrome rod | mining duty,EA,HYDRAULIC-GEN,375147.14,70,99,B,False
BHEL_HE,Heavy Engineering,BHEL_HYDERABAD,BH-30114,ERSA,Precision Linear Guide 35mm,Class H | 35mm rail | CNC duty,SET,PRECISION-GEN,65917.57,8,40,B,False
CPCL_OG,Oil & Gas,CPCL_MANALI,CP-30120,ERSA,Gas Compressor Valve Plate,SS410 | compressor service | OEM drawing,EA,GAS-GEN,70026.09,18,90,B,False
NTPC_PW,Power,NTPC_SINGRAULI,NT-30121,ERSA,Numerical Relay Feeder Protection,IEC 60255 | IEC 61850 | 11kV feeder,EA,NUMERICAL-GEN,177593.3,64,84,B,False
SAIL_ST,Steel,SAIL_BHILAI,SA-30122,ERSA,Sinter Plant Burner Nozzle,Heat resistant alloy | gas fired | 50NB,EA,SINTER-GEN,19926.16,75,182,B,False
CIL_MN,Mining,CIL_SINGRAULI,CI-30123,ERSA,Dust Suppression Spray Nozzle,SS316 | 1 inch BSP | 20 LPM,NOS,DUST-GEN,3214.37,58,203,B,False
BHEL_HE,Heavy Engineering,BHEL_HYDERABAD,BH-30124,ERSA,Hydraulic Cylinder 160mm Bore,250 bar | chrome plated rod | 160mm,EA,HYDRAULIC-GEN,138211.89,8,21,B,False
CPCL_OG,Oil & Gas,CPCL_MANALI,CP-30130,ERSA,Refinery Catalyst Beads 3mm Variant 01,Alumina support | refinery catalyst carrier | 3 mm | engineered variant,KG,REFINERY-GEN,1069.55,63,89,B,False
NTPC_PW,Power,NTPC_SINGRAULI,NT-30131,ERSA,Power Transformer 25MVA 33/11kV Dyn11 Variant 01,IS 2026 | ONAN | Dyn11 | OLTC | engineered variant,EA,POWER-GEN,21207789.48,53,277,B,False
SAIL_ST,Steel,SAIL_BHILAI,SA-30132,ERSA,Fireclay Refractory Brick 230x114x75mm Variant 01,IS 8 | Alumina 32% | service 1400C | engineered variant,NOS,FIRECLAY-GEN,83.23,8,14,B,False
CIL_MN,Mining,CIL_SINGRAULI,CI-30133,ERSA,Tricone Rock Drill Bit 8.5in IADC 517 Variant 01,API Spec 7-1 | tungsten carbide inserts | engineered variant,NOS,TRICONE-GEN,195748.03,74,192,B,False
BHEL_HE,Heavy Engineering,BHEL_HYDERABAD,BH-30134,ERSA,Helical Gearbox 22kW Ratio 20:1 Variant 01,IEC motor flange | 22kW | 20:1 | foot mounted | engineered variant,EA,HELICAL-GEN,175585.07,33,46,B,False
CPCL_OG,Oil & Gas,CPCL_MANALI,CP-30140,ERSA,API Drill Collar 6.5 inch Variant 02,API Spec 7-1 | alloy steel | non-magnetic | engineered variant,MTR,API-GEN,113015.51,55,142,B,False
NTPC_PW,Power,NTPC_SINGRAULI,NT-30141,ERSA,VCB 11kV 1250A Variant 02,IEC 62271-100 | 25kA | spring charged | engineered variant,EA,VCB-GEN,760359.36,50,255,B,False
SAIL_ST,Steel,SAIL_BHILAI,SA-30142,ERSA,Continuous Cast Square Billet 130x130mm Variant 02,IS 2830 | Grade Fe 500 | carbon steel | engineered variant,MT,CONTINUOUS-GEN,54063.72,40,240,B,False
CIL_MN,Mining,CIL_SINGRAULI,CI-30143,ERSA,Manganese Jaw Crusher Liner Variant 02,ASTM A128 | 14% Mn | 1200 mm jaw | engineered variant,NOS,MANGANESE-GEN,174966.97,56,184,B,False
BHEL_HE,Heavy Engineering,BHEL_HYDERABAD,BH-30144,ERSA,Induction Motor 100HP 6P Variant 02,415V | 50Hz | 6 pole | TEFC | 980 RPM | engineered variant,EA,INDUCTION-GEN,216931.15,9,44,B,False
CPCL_OG,Oil & Gas,CPCL_MANALI,CP-30150,ERSA,Explosion Proof Motor 11kW Variant 03,415V | Ex d IIB T4 | IP66 | IS/IEC 60079 | engineered variant,EA,EXPLOSION-GEN,101313.87,14,33,B,False
NTPC_PW,Power,NTPC_SINGRAULI,NT-30151,ERSA,Polymeric Line Insulator 33kV Variant 03,IEC 61109 | silicone rubber | 33kV | engineered variant,EA,POLYMERIC-GEN,8440.53,35,186,B,False
SAIL_ST,Steel,SAIL_BHILAI,SA-30152,ERSA,Mill Roll Neck Bearing 500mm Bore Variant 03,4-row cylindrical roller | 500 mm bore | engineered variant,EA,MILL-GEN,423685.98,32,60,B,False
CIL_MN,Mining,CIL_SINGRAULI,CI-30153,ERSA,Steel Wire Rope 6x36 IWRC 24mm Variant 03,IS 2266 | bright finish | IWRC | engineered variant,MTR,STEEL-GEN,640.64,22,11,B,False
BHEL_HE,Heavy Engineering,BHEL_HYDERABAD,BH-30154,ERSA,Planetary Gearbox 250kW Variant 03,Ratio 31.5:1 | 250kW | industrial drive | engineered variant,EA,PLANETARY-GEN,1267128.15,78,279,B,False
CPCL_OG,Oil & Gas,CPCL_MANALI,CP-30160,ERSA,Crude Oil Desalter Demister Pad Variant 04,SS316L knitted mesh | 1500 mm diameter | engineered variant,EA,CRUDE-GEN,131635.19,31,88,B,False
NTPC_PW,Power,NTPC_SINGRAULI,NT-30161,ERSA,Station Class Surge Arrester 33kV Variant 04,IEC 60099-4 | ZnO | polymer housed | engineered variant,EA,STATION-GEN,40347.72,60,66,B,False
SAIL_ST,Steel,SAIL_BHILAI,SA-30162,ERSA,Hadfield Steel Jaw Plate Variant 04,ASTM A128 | Mn 12-14% | crusher liner | engineered variant,NOS,HADFIELD-GEN,183329.83,35,177,B,False
CIL_MN,Mining,CIL_SINGRAULI,CI-30163,ERSA,EP Conveyor Belt 1200mm 5 Ply Variant 04,DIN 22102 | EP 315/5 | abrasion resistant | engineered variant,MTR,EP-GEN,3054.15,27,121,B,False
BHEL_HE,Heavy Engineering,BHEL_HYDERABAD,BH-30164,ERSA,High Tensile Bolt M24 Grade 10.9 Variant 04,ISO 898-1 | black oxide | heavy duty | engineered variant,NOS,HIGH-GEN,190.63,30,180,B,False
CPCL_OG,Oil & Gas,CPCL_MANALI,CP-30170,ERSA,API 6D Trunnion Ball Valve 300NB CL600 Variant 05,API 6D | ASTM A216 WCB | CL600 | engineered variant,NOS,API-GEN,185102.29,36,54,B,False
NTPC_PW,Power,NTPC_SINGRAULI,NT-30171,ERSA,AAAC Conductor Moose Variant 05,IS 398 | 54/7 aluminium alloy strands | engineered variant,MTR,AAAC-GEN,807.47,23,89,B,False
SAIL_ST,Steel,SAIL_BHILAI,SA-30172,ERSA,Basic Oxygen Furnace Tuyere Variant 05,Copper alloy | water cooled | BOF duty | engineered variant,EA,BASIC-GEN,290910.11,74,184,B,False
CIL_MN,Mining,CIL_SINGRAULI,CI-30173,ERSA,DTH Hammer 6 inch Variant 05,DTH drilling | hardened alloy steel | engineered variant,NOS,DTH-GEN,156781.79,61,185,B,False
BHEL_HE,Heavy Engineering,BHEL_HYDERABAD,BH-30174,ERSA,CNC Hydraulic Power Pack 15kW Variant 05,250 bar | 60 LPM | 15kW motor | engineered variant,EA,CNC-GEN,290899.13,36,146,B,False
CPCL_OG,Oil & Gas,CPCL_MANALI,CP-30180,ERSA,Spiral Wound Gasket 600NB CL300 Variant 06,ASME B16.20 | SS316/graphite | CL300 | engineered variant,NOS,SPIRAL-GEN,19616.18,58,70,B,False
NTPC_PW,Power,NTPC_SINGRAULI,NT-30181,ERSA,Battery Charger 220V DC 100A Variant 06,IEEE/IEC industrial charger | float/boost | engineered variant,EA,BATTERY-GEN,281393.35,57,193,B,False
SAIL_ST,Steel,SAIL_BHILAI,SA-30182,ERSA,Hot Strip Mill Work Roll Variant 06,Forged alloy steel | 900 mm dia x 2000 mm | engineered variant,EA,HOT-GEN,1780994.54,5,7,B,False
CIL_MN,Mining,CIL_SINGRAULI,CI-30183,ERSA,Dragline Bucket Tooth Variant 06,High chrome alloy | 150 kg class | engineered variant,NOS,DRAGLINE-GEN,43044.82,75,337,B,False
BHEL_HE,Heavy Engineering,BHEL_HYDERABAD,BH-30184,ERSA,Servo Motor 5kW 3000RPM Variant 06,400VAC | 5kW | 3000 RPM | encoder | engineered variant,EA,SERVO-GEN,167910.42,36,165,B,False
CPCL_OG,Oil & Gas,CPCL_MANALI,CP-30190,ERSA,Refinery Steam Trap 25NB Variant 07,API 612 | carbon steel | 16 bar | engineered variant,NOS,REFINERY-GEN,17754.04,24,132,B,False
NTPC_PW,Power,NTPC_SINGRAULI,NT-30191,ERSA,Boiler Feed Pump Impeller Variant 07,SS410 | 450 mm dia | OEM matched | engineered variant,EA,BOILER-GEN,251449.4,58,171,B,False
SAIL_ST,Steel,SAIL_BHILAI,SA-30192,ERSA,Continuous Annealing Furnace Roller Variant 07,Heat resistant alloy | 450 mm dia | engineered variant,EA,CONTINUOUS-GEN,366112.38,76,261,B,False
CIL_MN,Mining,CIL_SINGRAULI,CI-30193,ERSA,Mine Ventilation Fan 75kW Variant 07,415V | 1450 RPM | explosion protected | engineered variant,EA,MINE-GEN,372296.86,64,78,B,False
BHEL_HE,Heavy Engineering,BHEL_HYDERABAD,BH-30194,ERSA,Worm Gearbox 7.5kW Ratio 40:1 Variant 07,IEC flange | 7.5kW | 40:1 | engineered variant,EA,WORM-GEN,76470.1,54,197,B,False
CPCL_OG,Oil & Gas,CPCL_MANALI,CP-30200,ERSA,PSV 50NB CL300 Variant 08,API 526 | set pressure 12 bar | carbon steel | engineered variant,NOS,PSV-GEN,54613.17,15,27,B,False
NTPC_PW,Power,NTPC_SINGRAULI,NT-30201,ERSA,Generator Rotor Retaining Ring Variant 08,18Mn5 steel | forged | turbine generator | engineered variant,EA,GENERATOR-GEN,1282632.08,65,179,B,False
SAIL_ST,Steel,SAIL_BHILAI,SA-30202,ERSA,Graphite Electrode 600mm Variant 08,UHP grade | 600 mm dia | EAF | engineered variant,NOS,GRAPHITE-GEN,122985.8,53,307,B,False
CIL_MN,Mining,CIL_SINGRAULI,CI-30203,ERSA,Hydraulic Rock Breaker 1.5T Variant 08,Operating weight 1.5T | 100-150 LPM | engineered variant,EA,HYDRAULIC-GEN,398937.45,13,46,B,False
BHEL_HE,Heavy Engineering,BHEL_HYDERABAD,BH-30204,ERSA,Machine Tool Spindle Bearing Set Variant 08,Precision class P4 | matched pair | 70mm bore | engineered variant,SET,MACHINE-GEN,82249.32,16,59,B,False
CPCL_OG,Oil & Gas,CPCL_MANALI,CP-30210,ERSA,API 602 Needle Valve 25NB CL800 Variant 09,API 602 | forged A105 | CL800 | engineered variant,NOS,API-GEN,23221.6,2,19,B,False
NTPC_PW,Power,NTPC_SINGRAULI,NT-30211,ERSA,11kV XLPE Cable Termination Kit 3C x 400 Variant 09,IEC 60840 | cold shrink | indoor | engineered variant,SET,11KV-GEN,41476.63,26,145,B,False
SAIL_ST,Steel,SAIL_BHILAI,SA-30212,ERSA,Refractory Castable High Alumina 70% Variant 09,IS 1528 | 70% Al2O3 | low cement | engineered variant,KG,REFRACTORY-GEN,147.49,65,352,B,False
CIL_MN,Mining,CIL_SINGRAULI,CI-30213,ERSA,Crusher Mantle 1100mm Variant 09,Mn steel | cone crusher | 1100mm | engineered variant,NOS,CRUSHER-GEN,214941.43,8,18,B,False
BHEL_HE,Heavy Engineering,BHEL_HYDERABAD,BH-30214,ERSA,AC Drive 75kW 415V Variant 09,IEC 61800 | vector control | 75kW | engineered variant,EA,AC-GEN,161509.31,18,45,B,False
CPCL_OG,Oil & Gas,CPCL_MANALI,CP-30220,ERSA,Flame Arrestor 150NB Variant 10,SS316 | detonation type | API RP 2028 | engineered variant,NOS,FLAME-GEN,51396.17,64,94,B,False
NTPC_PW,Power,NTPC_SINGRAULI,NT-30221,ERSA,Power Transformer Breather 1kg Silica Gel Variant 10,Silica gel | conservator type | engineered variant,EA,POWER-GEN,3982.56,79,448,B,False
SAIL_ST,Steel,SAIL_BHILAI,SA-30222,ERSA,Hydraulic Cylinder 250mm Bore Variant 10,350 bar | honed tube | steel mill duty | engineered variant,EA,HYDRAULIC-GEN,265571.88,22,50,B,False
CIL_MN,Mining,CIL_SINGRAULI,CI-30223,ERSA,Mining Shovel Hoist Rope 32mm Variant 10,6x37 IWRC | high tensile | IS 2266 | engineered variant,MTR,MINING-GEN,789.12,72,244,B,False
BHEL_HE,Heavy Engineering,BHEL_HYDERABAD,BH-30224,ERSA,Brake Motor 22kW 4P Variant 10,415V | spring applied brake | TEFC | engineered variant,EA,BRAKE-GEN,104369.67,16,67,B,False
