material_id,cpse_name,sector,plant,legacy_material_code,material_description,short_description,material_category,material_subcategory,technical_specification,material_grade,size,manufacturer,manufacturer_part_number,uom,unit_price,currency,annual_consumption,lead_time_days,criticality,procurement_type,supplier,last_purchase_date,status,canonical_material_id,common_national_material_code,duplicate_group_id,equivalence_group_id,match_type,equivalence_label,standardized_description,standardized_specification
MAT-ST-001150,NMDC,Steel,NMDC-PLANT-01,ST-344719,Helical Gearbox SMLS 15 kW 20:1,Helical Gearbox SMLS 15 kW 20:1,Gearboxes,Helical Gearbox,IEC 60034,15 kW,20:1,Bharat Engineering,MP-36501,EA,151991.23,INR,2503,17,HIGH,Rate Contract,Supplier D,2026-06-09,ACTIVE,CAN-ST-00227,NMC-ST-00227,DUP-ST-00800,EQ-ST-00800,NEAR_DUPLICATE,1,15 kW Helical Gearbox 20:1,IEC 60034
MAT-ST-001151,SAIL,Steel,SAIL-PLANT-03,ST-600086,SAE 100R2AT Hydraulic Hose 1 inch,SAE 100R2AT Hydraulic Hose 1 inch,Hydraulics,Hydraulic Hose,SAE 100R2AT,SAE 100R2AT,1 inch,ABC Industries,MP-15252,PC,203649.65,INR,2676,20,CRITICAL,Imported,Supplier C,2025-08-21,ACTIVE,CAN-ST-00318,NMC-ST-00318,DUP-ST-00800,EQ-ST-00800,NEAR_DUPLICATE,1,SAE 100R2AT Hydraulic Hose 1 inch,SAE 100R2AT
MAT-ST-001152,NMDC,Steel,NMDC-PLANT-04,ST-143376,Conveyor Belt EP1000/4 1200 mm,Conveyor Belt EP1000/4 1200 mm,Conveyors,Conveyor Belt,DIN 22102,EP1000/4,1200 mm,Precision Works,MP-89229,LTR,20990.68,INR,3446,86,CRITICAL,Domestic,Supplier B,2024-11-06,BLOCKED,CAN-ST-00459,NMC-ST-00459,DUP-ST-00800,EQ-ST-00800,NEAR_DUPLICATE,1,EP1000/4 Conveyor Belt 1200 mm,DIN 22102
MAT-ST-001153,NMDC,Steel,NMDC-PLANT-08,ST-577249,Conveyor Belt SMLS EP1000/4 1200 mm,Conveyor Belt SMLS EP1000/4 1200 mm,Conveyors,Conveyor Belt,DIN 22102,EP1000/4,1200 mm,Bharat Engineering,MP-17362,KG,221093.33,INR,3580,81,LOW,Domestic,Supplier B,2023-08-01,ACTIVE,CAN-ST-00496,NMC-ST-00496,DUP-ST-00800,EQ-ST-00800,NEAR_DUPLICATE,1,EP1000/4 Conveyor Belt 1200 mm,DIN 22102
MAT-ST-001154,NMDC,Steel,NMDC-PLANT-08,ST-969107,Induction Motor - 415V - 30 kW,Induction Motor - 415V - 30 kW,Motors,Induction Motor,IEC 60034,415V,30 kW,OEM Equivalent,MP-98958,M,148148.12,INR,1920,57,CRITICAL,Domestic,Supplier A,2026-07-30,ACTIVE,CAN-ST-00526,NMC-ST-00526,DUP-ST-00800,EQ-ST-00800,NEAR_DUPLICATE,1,415V Induction Motor 30 kW,IEC 60034
MAT-ST-001155,MOIL,Steel,MOIL-PLANT-07,ST-586799,15 kW Helical Gearbox 20:1,15 kW Helical Gearbox 20:1,Gearboxes,Helical Gearbox,IEC 60034,15 kW,20:1,Precision Works,MP-53928,KG,129335.36,INR,1247,67,MEDIUM,Rate Contract,Supplier D,2022-09-19,ACTIVE,CAN-ST-00294,NMC-ST-00294,DUP-ST-00800,EQ-ST-00800,FUNCTIONALLY_EQUIVALENT,1,15 kW Helical Gearbox 20:1,IEC 60034
MAT-ST-001156,RINL,Steel,RINL-PLANT-05,ST-357142,6312 ZZ Deep Groove Ball Bearing 6312,6312 ZZ Deep Groove Ball Bearing 6312,Bearings,Deep Groove Ball Bearing,ISO 15,6312 ZZ,6312,Precision Works,MP-98294,PC,236436.63,INR,2551,24,HIGH,Domestic,Supplier D,2026-06-18,ACTIVE,CAN-ST-00087,NMC-ST-00087,DUP-ST-00800,EQ-ST-00800,FUNCTIONALLY_EQUIVALENT,1,6312 ZZ Deep Groove Ball Bearing 6312,ISO 15
MAT-ST-001157,MOIL,Steel,MOIL-PLANT-05,ST-311558,PROCESS PUMP - CS - 80 M3/H,PROCESS PUMP - CS - 80 M3/H,Pumps,Process Pump,API 610,CS,80 m3/h,National Components,MP-33456,EA,109751.83,INR,4146,14,HIGH,Imported,Supplier B,2025-11-04,ACTIVE,CAN-ST-00698,NMC-ST-00698,DUP-ST-00800,EQ-ST-00800,FUNCTIONALLY_EQUIVALENT,1,CS Process Pump 80 m3/h,API 610
MAT-ST-001158,MOIL,Steel,MOIL-PLANT-04,ST-823134,6312 ZZ Deep Groove Ball Bearing DIA 6312,6312 ZZ Deep Groove Ball Bearing DIA 631,Bearings,Deep Groove Ball Bearing,ISO 15,6312 ZZ,6312,National Components,MP-70746,M,25539.1,INR,1232,18,LOW,Imported,Supplier B,2022-11-27,ACTIVE,CAN-ST-00089,NMC-ST-00089,DUP-ST-00800,EQ-ST-00800,SIMILAR_NOT_EQUIVALENT,0,6312 ZZ Deep Groove Ball Bearing 6312,ISO 15
MAT-ST-001159,NMDC,Steel,NMDC-PLANT-06,ST-664070,Hydraulic Hose - SAE 100R2AT - 1 inch,Hydraulic Hose - SAE 100R2AT - 1 inch,Hydraulics,Hydraulic Hose,SAE 100R2AT,SAE 100R2AT,1 inch,OEM Equivalent,MP-21506,NOS,29692.56,INR,334,67,CRITICAL,Imported,Supplier B,2023-06-23,ACTIVE,CAN-ST-00333,NMC-ST-00333,DUP-ST-00800,EQ-ST-00800,SIMILAR_NOT_EQUIVALENT,0,SAE 100R2AT Hydraulic Hose 1 inch,SAE 100R2AT
MAT-ST-001160,MOIL,Steel,MOIL-PLANT-04,ST-719415,6312 ZZ Deep Groove Ball Bearing 6312,6312 ZZ Deep Groove Ball Bearing 6312,Bearings,Deep Groove Ball Bearing,ISO 15,6312 ZZ,6312,National Components,MP-36705,KG,156860.85,INR,4616,70,HIGH,Imported,Supplier B,2025-01-09,ACTIVE,CAN-ST-00066,NMC-ST-00066,DUP-ST-00800,EQ-ST-00800,UNRELATED,0,6312 ZZ Deep Groove Ball Bearing 6312,ISO 15
MAT-ST-001161,MOIL,Steel,MOIL-PLANT-08,ST-917401,Helical  Gearbox  15  kW  20:1,Helical  Gearbox  15  kW  20:1,Gearboxes,Helical Gearbox,IEC 60034,15 kW,20:1,Precision Works,MP-38144,EA,171076.33,INR,2315,5,LOW,Rate Contract,Supplier B,2025-12-18,ACTIVE,CAN-ST-00274,NMC-ST-00274,DUP-ST-00800,EQ-ST-00800,EXACT_DUPLICATE,1,15 kW Helical Gearbox 20:1,IEC 60034
MAT-ST-001162,NMDC,Steel,NMDC-PLANT-04,ST-705435,"High Alumina Brick, Al2O3 >70%, 230x114x65 mm","High Alumina Brick, Al2O3 >70%, 230x114x",Refractories,High Alumina Brick,IS 8,Al2O3 >70%,230x114x65 mm,ABC Industries,MP-55423,NOS,243776.89,INR,4534,33,MEDIUM,Imported,Supplier A,2023-08-03,BLOCKED,CAN-ST-00180,NMC-ST-00180,DUP-ST-00800,EQ-ST-00800,EXACT_DUPLICATE,1,Al2O3 >70% High Alumina Brick 230x114x65 mm,IS 8
MAT-ST-001163,MOIL,Steel,MOIL-PLANT-04,ST-190834,Al2O3 >70% High Alumina Brick DIA 230x114x65 mm,Al2O3 >70% High Alumina Brick DIA 230x11,Refractories,High Alumina Brick,IS 8,Al2O3 >70%,230x114x65 mm,Precision Works,MP-63656,M,75743.31,INR,1985,5,HIGH,Domestic,Supplier A,2026-03-08,ACTIVE,CAN-ST-00160,NMC-ST-00160,DUP-ST-00800,EQ-ST-00800,EXACT_DUPLICATE,1,Al2O3 >70% High Alumina Brick 230x114x65 mm,IS 8
MAT-ST-001164,NMDC,Steel,NMDC-PLANT-06,ST-173076,415V Induction Motor DIA 30 kW,415V Induction Motor DIA 30 kW,Motors,Induction Motor,IEC 60034,415V,30 kW,Bharat Engineering,MP-62433,PC,2043.25,INR,3630,81,CRITICAL,Imported,Supplier A,2026-09-04,ACTIVE,CAN-ST-00578,NMC-ST-00578,DUP-ST-00800,EQ-ST-00800,EXACT_DUPLICATE,1,415V Induction Motor 30 kW,IEC 60034
MAT-ST-001165,NMDC,Steel,NMDC-PLANT-01,ST-482696,6312 ZZ Deep Groove Ball Bearing 6312,6312 ZZ Deep Groove Ball Bearing 6312,Bearings,Deep Groove Ball Bearing,ISO 15,6312 ZZ,6312,ABC Industries,MP-77738,LTR,96413.97,INR,4841,18,HIGH,Domestic,Supplier D,2025-04-27,ACTIVE,CAN-ST-00081,NMC-ST-00081,DUP-ST-00800,EQ-ST-00800,EXACT_DUPLICATE,1,6312 ZZ Deep Groove Ball Bearing 6312,ISO 15
MAT-ST-001166,RINL,Steel,RINL-PLANT-05,ST-746226,"Conveyor Belt, EP1000/4, 1200 mm","Conveyor Belt, EP1000/4, 1200 mm",Conveyors,Conveyor Belt,DIN 22102,EP1000/4,1200 mm,National Components,MP-31275,MTR,168459.61,INR,1232,16,HIGH,Rate Contract,Supplier D,2024-01-23,BLOCKED,CAN-ST-00415,NMC-ST-00415,DUP-ST-00800,EQ-ST-00800,EXACT_DUPLICATE,1,EP1000/4 Conveyor Belt 1200 mm,DIN 22102
MAT-ST-001167,NMDC,Steel,NMDC-PLANT-01,ST-216131,High Alumina Brick SMLS Al2O3 >70% 230x114x65 mm,High Alumina Brick SMLS Al2O3 >70% 230x1,Refractories,High Alumina Brick,IS 8,Al2O3 >70%,230x114x65 mm,OEM Equivalent,MP-43462,PC,105331.8,INR,2768,17,HIGH,Imported,Supplier C,2023-07-10,ACTIVE,CAN-ST-00126,NMC-ST-00126,DUP-ST-00800,EQ-ST-00800,EXACT_DUPLICATE,1,Al2O3 >70% High Alumina Brick 230x114x65 mm,IS 8
MAT-ST-001168,RINL,Steel,RINL-PLANT-02,ST-564153,Hydraulic Hose SAE 100R2AT 1 inch,Hydraulic Hose SAE 100R2AT 1 inch,Hydraulics,Hydraulic Hose,SAE 100R2AT,SAE 100R2AT,1 inch,OEM Equivalent,MP-89090,PC,142604.65,INR,524,61,HIGH,Rate Contract,Supplier C,2023-05-29,BLOCKED,CAN-ST-00382,NMC-ST-00382,DUP-ST-00800,EQ-ST-00800,EXACT_DUPLICATE,1,SAE 100R2AT Hydraulic Hose 1 inch,SAE 100R2AT
MAT-ST-001169,NMDC,Steel,NMDC-PLANT-02,ST-134091,Process Pump SMLS CS 80 m3/h,Process Pump SMLS CS 80 m3/h,Pumps,Process Pump,API 610,CS,80 m3/h,Bharat Engineering,MP-36703,M,242219.14,INR,4348,20,HIGH,Imported,Supplier A,2025-07-17,ACTIVE,CAN-ST-00636,NMC-ST-00636,DUP-ST-00800,EQ-ST-00800,NEAR_DUPLICATE,1,CS Process Pump 80 m3/h,API 610
MAT-ST-001170,MOIL,Steel,MOIL-PLANT-08,ST-386925,EP1000/4 Conveyor Belt 1200 mm,EP1000/4 Conveyor Belt 1200 mm,Conveyors,Conveyor Belt,DIN 22102,EP1000/4,1200 mm,OEM Equivalent,MP-36173,LTR,245058.09,INR,4400,7,MEDIUM,Rate Contract,Supplier D,2026-08-13,ACTIVE,CAN-ST-00469,NMC-ST-00469,DUP-ST-00800,EQ-ST-00800,NEAR_DUPLICATE,1,EP1000/4 Conveyor Belt 1200 mm,DIN 22102
MAT-ST-001171,MOIL,Steel,MOIL-PLANT-05,ST-780773,"Hydraulic Hose, SAE 100R2AT, 1 inch","Hydraulic Hose, SAE 100R2AT, 1 inch",Hydraulics,Hydraulic Hose,SAE 100R2AT,SAE 100R2AT,1 inch,OEM Equivalent,MP-98700,KG,195118.42,INR,870,41,HIGH,Rate Contract,Supplier B,2026-04-30,ACTIVE,CAN-ST-00350,NMC-ST-00350,DUP-ST-00800,EQ-ST-00800,NEAR_DUPLICATE,1,SAE 100R2AT Hydraulic Hose 1 inch,SAE 100R2AT
MAT-ST-001172,RINL,Steel,RINL-PLANT-03,ST-706767,Deep Groove Ball Bearing 6312 ZZ 6312,Deep Groove Ball Bearing 6312 ZZ 6312,Bearings,Deep Groove Ball Bearing,ISO 15,6312 ZZ,6312,National Components,MP-14181,NOS,83699.9,INR,4728,61,CRITICAL,Imported,Supplier B,2026-03-16,ACTIVE,CAN-ST-00079,NMC-ST-00079,DUP-ST-00800,EQ-ST-00800,NEAR_DUPLICATE,1,6312 ZZ Deep Groove Ball Bearing 6312,ISO 15
MAT-ST-001173,NMDC,Steel,NMDC-PLANT-08,ST-761579,High Alumina Brick - Al2O3 >70% - 230x114x65 mm,High Alumina Brick - Al2O3 >70% - 230x11,Refractories,High Alumina Brick,IS 8,Al2O3 >70%,230x114x65 mm,Bharat Engineering,MP-99640,LTR,215800.44,INR,3364,5,HIGH,Domestic,Supplier A,2025-09-23,ACTIVE,CAN-ST-00187,NMC-ST-00187,DUP-ST-00800,EQ-ST-00800,NEAR_DUPLICATE,1,Al2O3 >70% High Alumina Brick 230x114x65 mm,IS 8
MAT-ST-001174,MOIL,Steel,MOIL-PLANT-05,ST-736469,"DEEP GROOVE BALL BEARING, 6312 ZZ, 6312","DEEP GROOVE BALL BEARING, 6312 ZZ, 6312",Bearings,Deep Groove Ball Bearing,ISO 15,6312 ZZ,6312,National Components,MP-81011,MTR,67232.42,INR,4641,86,HIGH,Domestic,Supplier C,2023-09-03,ACTIVE,CAN-ST-00087,NMC-ST-00087,DUP-ST-00800,EQ-ST-00800,NEAR_DUPLICATE,1,6312 ZZ Deep Groove Ball Bearing 6312,ISO 15
MAT-ST-001175,RINL,Steel,RINL-PLANT-01,ST-438733,Induction Motor SMLS 415V 30 kW,Induction Motor SMLS 415V 30 kW,Motors,Induction Motor,IEC 60034,415V,30 kW,National Components,MP-80028,NOS,60680.6,INR,507,35,CRITICAL,Domestic,Supplier B,2023-11-12,ACTIVE,CAN-ST-00532,NMC-ST-00532,DUP-ST-00800,EQ-ST-00800,FUNCTIONALLY_EQUIVALENT,1,415V Induction Motor 30 kW,IEC 60034
MAT-ST-001176,RINL,Steel,RINL-PLANT-03,ST-714579,Hydraulic Hose - SAE 100R2AT - 1 inch,Hydraulic Hose - SAE 100R2AT - 1 inch,Hydraulics,Hydraulic Hose,SAE 100R2AT,SAE 100R2AT,1 inch,Bharat Engineering,MP-98305,KG,118694.65,INR,760,11,LOW,Rate Contract,Supplier D,2026-04-07,ACTIVE,CAN-ST-00325,NMC-ST-00325,DUP-ST-00800,EQ-ST-00800,FUNCTIONALLY_EQUIVALENT,1,SAE 100R2AT Hydraulic Hose 1 inch,SAE 100R2AT
MAT-ST-001177,RINL,Steel,RINL-PLANT-04,ST-738584,6312 ZZ Deep Groove Ball Bearing 6312,6312 ZZ Deep Groove Ball Bearing 6312,Bearings,Deep Groove Ball Bearing,ISO 15,6312 ZZ,6312,Precision Works,MP-88924,PC,163933.03,INR,2492,73,LOW,Imported,Supplier B,2026-05-19,ACTIVE,CAN-ST-00068,NMC-ST-00068,DUP-ST-00800,EQ-ST-00800,FUNCTIONALLY_EQUIVALENT,1,6312 ZZ Deep Groove Ball Bearing 6312,ISO 15
MAT-ST-001178,SAIL,Steel,SAIL-PLANT-07,ST-191329,Helical Gearbox SMLS 15 kW 20:1,Helical Gearbox SMLS 15 kW 20:1,Gearboxes,Helical Gearbox,IEC 60034,15 kW,20:1,Bharat Engineering,MP-30081,LTR,39907.24,INR,2970,22,MEDIUM,Imported,Supplier B,2025-04-08,ACTIVE,CAN-ST-00277,NMC-ST-00277,DUP-ST-00800,EQ-ST-00800,SIMILAR_NOT_EQUIVALENT,0,15 kW Helical Gearbox 20:1,IEC 60034
MAT-ST-001179,RINL,Steel,RINL-PLANT-01,ST-876499,Process Pump SMLS CS 80 m3/h,Process Pump SMLS CS 80 m3/h,Pumps,Process Pump,API 610,CS,80 m3/h,ABC Industries,MP-57187,MTR,49941.62,INR,3405,11,LOW,Domestic,Supplier A,2023-12-05,ACTIVE,CAN-ST-00660,NMC-ST-00660,DUP-ST-00800,EQ-ST-00800,SIMILAR_NOT_EQUIVALENT,0,CS Process Pump 80 m3/h,API 610
MAT-ST-001180,SAIL,Steel,SAIL-PLANT-02,ST-325448,"Induction Motor, 415V, 30 kW","Induction Motor, 415V, 30 kW",Motors,Induction Motor,IEC 60034,415V,30 kW,Precision Works,MP-94092,KG,113081.19,INR,4824,59,HIGH,Rate Contract,Supplier A,2025-01-29,ACTIVE,CAN-ST-00502,NMC-ST-00502,DUP-ST-00800,EQ-ST-00800,UNRELATED,0,415V Induction Motor 30 kW,IEC 60034
MAT-ST-001181,RINL,Steel,RINL-PLANT-05,ST-832631,"Induction Motor, 415V, 30 kW","Induction Motor, 415V, 30 kW",Motors,Induction Motor,IEC 60034,415V,30 kW,ABC Industries,MP-57895,MTR,116247.96,INR,4416,87,LOW,Rate Contract,Supplier A,2022-12-29,ACTIVE,CAN-ST-00517,NMC-ST-00517,DUP-ST-00800,EQ-ST-00800,EXACT_DUPLICATE,1,415V Induction Motor 30 kW,IEC 60034
MAT-ST-001182,RINL,Steel,RINL-PLANT-04,ST-742590,EP1000/4 Conveyor Belt DIA 1200 mm,EP1000/4 Conveyor Belt DIA 1200 mm,Conveyors,Conveyor Belt,DIN 22102,EP1000/4,1200 mm,ABC Industries,MP-99884,PC,25971.47,INR,2657,46,MEDIUM,Imported,Supplier A,2025-12-31,BLOCKED,CAN-ST-00407,NMC-ST-00407,DUP-ST-00800,EQ-ST-00800,EXACT_DUPLICATE,1,EP1000/4 Conveyor Belt 1200 mm,DIN 22102
MAT-ST-001183,NMDC,Steel,NMDC-PLANT-04,ST-295117,Welding Electrode - E7018 - 3.15 mm,Welding Electrode - E7018 - 3.15 mm,Welding,Welding Electrode,AWS A5.1,E7018,3.15 mm,ABC Industries,MP-95281,NOS,247678.38,INR,1884,20,CRITICAL,Domestic,Supplier B,2025-08-08,BLOCKED,CAN-ST-00714,NMC-ST-00714,DUP-ST-00800,EQ-ST-00800,EXACT_DUPLICATE,1,E7018 Welding Electrode 3.15 mm,AWS A5.1
MAT-ST-001184,NMDC,Steel,NMDC-PLANT-08,ST-431099,"Deep Groove Ball Bearing, 6312 ZZ, 6312","Deep Groove Ball Bearing, 6312 ZZ, 6312",Bearings,Deep Groove Ball Bearing,ISO 15,6312 ZZ,6312,National Components,MP-84385,KG,221702.75,INR,7,71,CRITICAL,Imported,Supplier D,2025-11-14,ACTIVE,CAN-ST-00054,NMC-ST-00054,DUP-ST-00800,EQ-ST-00800,EXACT_DUPLICATE,1,6312 ZZ Deep Groove Ball Bearing 6312,ISO 15
MAT-ST-001185,NMDC,Steel,NMDC-PLANT-07,ST-652128,CS Process Pump 80 m3/h,CS Process Pump 80 m3/h,Pumps,Process Pump,API 610,CS,80 m3/h,OEM Equivalent,MP-59255,PC,36293.45,INR,3441,6,CRITICAL,Rate Contract,Supplier D,2025-02-01,BLOCKED,CAN-ST-00668,NMC-ST-00668,DUP-ST-00800,EQ-ST-00800,EXACT_DUPLICATE,1,CS Process Pump 80 m3/h,API 610
MAT-ST-001186,RINL,Steel,RINL-PLANT-07,ST-908463,6312 ZZ Deep Groove Ball Bearing 6312,6312 ZZ Deep Groove Ball Bearing 6312,Bearings,Deep Groove Ball Bearing,ISO 15,6312 ZZ,6312,National Components,MP-10519,NOS,207593.01,INR,4134,33,MEDIUM,Domestic,Supplier C,2022-10-02,BLOCKED,CAN-ST-00079,NMC-ST-00079,DUP-ST-00800,EQ-ST-00800,EXACT_DUPLICATE,1,6312 ZZ Deep Groove Ball Bearing 6312,ISO 15
MAT-ST-001187,NMDC,Steel,NMDC-PLANT-07,ST-720529,"Helical Gearbox, 15 kW, 20:1","Helical Gearbox, 15 kW, 20:1",Gearboxes,Helical Gearbox,IEC 60034,15 kW,20:1,OEM Equivalent,MP-27323,MTR,134778.05,INR,1901,5,LOW,Domestic,Supplier A,2024-10-26,ACTIVE,CAN-ST-00274,NMC-ST-00274,DUP-ST-00800,EQ-ST-00800,EXACT_DUPLICATE,1,15 kW Helical Gearbox 20:1,IEC 60034
MAT-ST-001188,RINL,Steel,RINL-PLANT-06,ST-596778,Welding Electrode - E7018 - 3.15 mm,Welding Electrode - E7018 - 3.15 mm,Welding,Welding Electrode,AWS A5.1,E7018,3.15 mm,Bharat Engineering,MP-22130,EA,222293.01,INR,2180,23,MEDIUM,Rate Contract,Supplier D,2025-02-07,ACTIVE,CAN-ST-00794,NMC-ST-00794,DUP-ST-00800,EQ-ST-00800,EXACT_DUPLICATE,1,E7018 Welding Electrode 3.15 mm,AWS A5.1
MAT-ST-001189,RINL,Steel,RINL-PLANT-05,ST-859911,415V Induction Motor 30 kW,415V Induction Motor 30 kW,Motors,Induction Motor,IEC 60034,415V,30 kW,National Components,MP-40709,PC,13614.68,INR,1112,81,LOW,Rate Contract,Supplier D,2026-08-27,ACTIVE,CAN-ST-00586,NMC-ST-00586,DUP-ST-00800,EQ-ST-00800,NEAR_DUPLICATE,1,415V Induction Motor 30 kW,IEC 60034
MAT-ST-001190,RINL,Steel,RINL-PLANT-05,ST-402981,Process  Pump  SMLS  CS  80  m3/h,Process  Pump  SMLS  CS  80  m3/h,Pumps,Process Pump,API 610,CS,80 m3/h,OEM Equivalent,MP-16308,EA,177827.53,INR,3341,36,LOW,Domestic,Supplier B,2024-12-15,ACTIVE,CAN-ST-00636,NMC-ST-00636,DUP-ST-00800,EQ-ST-00800,NEAR_DUPLICATE,1,CS Process Pump 80 m3/h,API 610
MAT-ST-001191,MOIL,Steel,MOIL-PLANT-06,ST-622420,HYDRAULIC HOSE - SAE 100R2AT - 1 INCH,HYDRAULIC HOSE - SAE 100R2AT - 1 INCH,Hydraulics,Hydraulic Hose,SAE 100R2AT,SAE 100R2AT,1 inch,National Components,MP-96813,KG,25293.61,INR,637,26,MEDIUM,Domestic,Supplier D,2026-07-25,ACTIVE,CAN-ST-00377,NMC-ST-00377,DUP-ST-00800,EQ-ST-00800,NEAR_DUPLICATE,1,SAE 100R2AT Hydraulic Hose 1 inch,SAE 100R2AT
MAT-ST-001192,SAIL,Steel,SAIL-PLANT-07,ST-903221,"Deep Groove Ball Bearing, 6312 ZZ, 6312","Deep Groove Ball Bearing, 6312 ZZ, 6312",Bearings,Deep Groove Ball Bearing,ISO 15,6312 ZZ,6312,OEM Equivalent,MP-60567,M,169239.02,INR,4939,16,LOW,Domestic,Supplier A,2025-10-05,ACTIVE,CAN-ST-00028,NMC-ST-00028,DUP-ST-00800,EQ-ST-00800,NEAR_DUPLICATE,1,6312 ZZ Deep Groove Ball Bearing 6312,ISO 15
MAT-ST-001193,NMDC,Steel,NMDC-PLANT-07,ST-916802,6312 ZZ Deep Groove Ball Bearing DIA 6312,6312 ZZ Deep Groove Ball Bearing DIA 631,Bearings,Deep Groove Ball Bearing,ISO 15,6312 ZZ,6312,National Components,MP-76037,M,75258.92,INR,285,75,CRITICAL,Domestic,Supplier B,2023-07-25,ACTIVE,CAN-ST-00078,NMC-ST-00078,DUP-ST-00800,EQ-ST-00800,NEAR_DUPLICATE,1,6312 ZZ Deep Groove Ball Bearing 6312,ISO 15
MAT-ST-001194,SAIL,Steel,SAIL-PLANT-06,ST-933106,Helical Gearbox SMLS 15 kW 20:1,Helical Gearbox SMLS 15 kW 20:1,Gearboxes,Helical Gearbox,IEC 60034,15 kW,20:1,ABC Industries,MP-34110,PC,107928.76,INR,1730,4,LOW,Imported,Supplier C,2024-01-18,ACTIVE,CAN-ST-00264,NMC-ST-00264,DUP-ST-00800,EQ-ST-00800,NEAR_DUPLICATE,1,15 kW Helical Gearbox 20:1,IEC 60034
MAT-ST-001195,NMDC,Steel,NMDC-PLANT-08,ST-891340,Conveyor Belt SMLS EP1000/4 1200 mm,Conveyor Belt SMLS EP1000/4 1200 mm,Conveyors,Conveyor Belt,DIN 22102,EP1000/4,1200 mm,Bharat Engineering,MP-95642,NOS,57484.87,INR,236,47,HIGH,Imported,Supplier C,2025-10-01,BLOCKED,CAN-ST-00460,NMC-ST-00460,DUP-ST-00800,EQ-ST-00800,FUNCTIONALLY_EQUIVALENT,1,EP1000/4 Conveyor Belt 1200 mm,DIN 22102
MAT-ST-001196,RINL,Steel,RINL-PLANT-03,ST-112469,High Alumina Brick - Al2O3 >70% - 230x114x65 mm,High Alumina Brick - Al2O3 >70% - 230x11,Refractories,High Alumina Brick,IS 8,Al2O3 >70%,230x114x65 mm,OEM Equivalent,MP-74945,NOS,11995.05,INR,3822,67,CRITICAL,Domestic,Supplier D,2024-11-19,ACTIVE,CAN-ST-00198,NMC-ST-00198,DUP-ST-00800,EQ-ST-00800,FUNCTIONALLY_EQUIVALENT,1,Al2O3 >70% High Alumina Brick 230x114x65 mm,IS 8
MAT-ST-001197,RINL,Steel,RINL-PLANT-06,ST-861793,Helical Gearbox SMLS 15 kW 20:1,Helical Gearbox SMLS 15 kW 20:1,Gearboxes,Helical Gearbox,IEC 60034,15 kW,20:1,OEM Equivalent,MP-33219,EA,247696.01,INR,9,61,MEDIUM,Rate Contract,Supplier B,2025-12-21,BLOCKED,CAN-ST-00250,NMC-ST-00250,DUP-ST-00800,EQ-ST-00800,FUNCTIONALLY_EQUIVALENT,1,15 kW Helical Gearbox 20:1,IEC 60034
MAT-ST-001198,RINL,Steel,RINL-PLANT-08,ST-343297,Hydraulic Hose SAE 100R2AT 1 inch,Hydraulic Hose SAE 100R2AT 1 inch,Hydraulics,Hydraulic Hose,SAE 100R2AT,SAE 100R2AT,1 inch,OEM Equivalent,MP-86797,EA,47485.72,INR,729,75,MEDIUM,Imported,Supplier B,2023-08-25,ACTIVE,CAN-ST-00321,NMC-ST-00321,DUP-ST-00800,EQ-ST-00800,SIMILAR_NOT_EQUIVALENT,0,SAE 100R2AT Hydraulic Hose 1 inch,SAE 100R2AT
MAT-ST-001199,NMDC,Steel,NMDC-PLANT-04,ST-865042,Conveyor Belt EP1000/4 1200 mm,Conveyor Belt EP1000/4 1200 mm,Conveyors,Conveyor Belt,DIN 22102,EP1000/4,1200 mm,Bharat Engineering,MP-42739,PC,200173.37,INR,1695,6,LOW,Rate Contract,Supplier C,2026-03-06,ACTIVE,CAN-ST-00419,NMC-ST-00419,DUP-ST-00800,EQ-ST-00800,SIMILAR_NOT_EQUIVALENT,0,EP1000/4 Conveyor Belt 1200 mm,DIN 22102
MAT-ST-001200,MOIL,Steel,MOIL-PLANT-05,ST-184009,"Welding Electrode, E7018, 3.15 mm","Welding Electrode, E7018, 3.15 mm",Welding,Welding Electrode,AWS A5.1,E7018,3.15 mm,Precision Works,MP-20619,M,191709.41,INR,2231,53,CRITICAL,Rate Contract,Supplier D,2024-10-20,ACTIVE,CAN-ST-00779,NMC-ST-00779,DUP-ST-00800,EQ-ST-00800,UNRELATED,0,E7018 Welding Electrode 3.15 mm,AWS A5.1
MAT-ST-001201,NMDC,Steel,NMDC-PLANT-07,ST-325105,Al2O3 >70% High Alumina Brick DIA 230x114x65 mm,Al2O3 >70% High Alumina Brick DIA 230x11,Refractories,High Alumina Brick,IS 8,Al2O3 >70%,230x114x65 mm,ABC Industries,MP-36404,M,35482.74,INR,3640,6,HIGH,Imported,Supplier B,2023-11-03,ACTIVE,CAN-ST-00187,NMC-ST-00187,DUP-ST-00800,EQ-ST-00800,EXACT_DUPLICATE,1,Al2O3 >70% High Alumina Brick 230x114x65 mm,IS 8
MAT-ST-001202,MOIL,Steel,MOIL-PLANT-03,ST-739621,Process Pump CS 80 m3/h,Process Pump CS 80 m3/h,Pumps,Process Pump,API 610,CS,80 m3/h,Precision Works,MP-89993,KG,143593.55,INR,4695,81,LOW,Rate Contract,Supplier D,2022-09-26,ACTIVE,CAN-ST-00619,NMC-ST-00619,DUP-ST-00800,EQ-ST-00800,EXACT_DUPLICATE,1,CS Process Pump 80 m3/h,API 610
