source_material_code,cpse_id,plant_code,raw_description,cleaned_description,cnmc_code,canonical_description,category_id,standard_uom,source_uom,match_type,match_confidence,review_status,issue_flag,unit_price_inr,current_stock_qty,annual_procurement_qty
CP-10120,CPCL_OG,CPCL_MANALI,11KV XLPE CABLE 3C X 400 SQMM AL,11kv cross-linked polyethylene cable 3c x 400 sqmm aluminium,NMC-GEN-CBL-0001,11Kv Aluminium IS 7098,CABLES_CONDUCTORS,MTR,MTR,EXACT_DUPLICATE,0.96,AUTO_APPROVED,,1753.77,74,163
NT-10121,NTPC_PW,NTPC_SINGRAULI,CABLE XLPE 11KV 3C-400 AL,cable cross-linked polyethylene 11kv 3c-400 aluminium,NMC-GEN-CBL-0001,11Kv Aluminium IS 7098,CABLES_CONDUCTORS,MTR,MTR,EXACT_DUPLICATE,0.96,AUTO_APPROVED,,1881.15,7,10
SA-10122,SAIL_ST,SAIL_BHILAI,11KV XLPE AL CABLE 3X400,11kv cross-linked polyethylene aluminium cable 3x400,NMC-GEN-CBL-0001,11Kv Aluminium IS 7098,CABLES_CONDUCTORS,MTR,MTR,EXACT_DUPLICATE,0.96,AUTO_APPROVED,,1836.83,76,327
CI-10123,CIL_MN,CIL_SINGRAULI,XLPE CABLE 11KV 3C X 400 AL,cross-linked polyethylene cable 11kv 3c x 400 aluminium,NMC-GEN-CBL-0001,11Kv Aluminium IS 7098,CABLES_CONDUCTORS,MTR,MTR,EXACT_DUPLICATE,0.96,AUTO_APPROVED,,1865.57,35,69
BH-10124,BHEL_HE,BHEL_HYDERABAD,CABLE XLPE 11KV 3C400 ALU ARM,cable cross-linked polyethylene 11kv 3c400 aluminium armoured,NMC-GEN-CBL-0001,11Kv Aluminium IS 7098,CABLES_CONDUCTORS,MTR,MTR,EXACT_DUPLICATE,0.96,AUTO_APPROVED,,1906.35,42,82
NT-50121,NTPC_PW,NTPC_SINGRAULI,Cable 11kV 3C x 400 sqmm Al,cable 11kv 3c x 400 sqmm aluminium,NMC-GEN-CBL-0001,11Kv Aluminium IS 7098,CABLES_CONDUCTORS,MTR,MTR,EXACT_DUPLICATE,0.96,AUTO_APPROVED,,1829.4,49,238
CI-50123,CIL_MN,CIL_SINGRAULI,Cable 11kV 3C x 400 sqmm Al,cable 11kv 3c x 400 sqmm aluminium,NMC-GEN-CBL-0001,11Kv Aluminium IS 7098,CABLES_CONDUCTORS,MTR,MTR,EXACT_DUPLICATE,0.96,AUTO_APPROVED,,1889.25,50,296
BH-10134,BHEL_HE,BHEL_HYDERABAD,1.1kV XLPE Cable 3C x 95 sqmm Aluminium,1.1kv cross-linked polyethylene cable 3c x 95 sqmm aluminium,NMC-GEN-CBL-0002,1.1Kv Aluminium IS 7098,CABLES_CONDUCTORS,MTR,MTR,EXACT_DUPLICATE,0.96,AUTO_APPROVED,,489.31,29,143
CP-10130,CPCL_OG,CPCL_MANALI,1.1kV XLPE Cable 3C x 95 sqmm Aluminium,1.1kv cross-linked polyethylene cable 3c x 95 sqmm aluminium,NMC-GEN-CBL-0002,1.1Kv Aluminium IS 7098,CABLES_CONDUCTORS,MTR,MTR,EXACT_DUPLICATE,0.96,AUTO_APPROVED,,504.32,18,94
NT-10131,NTPC_PW,NTPC_SINGRAULI,1.1kV XLPE Cable 3C x 95 sqmm Aluminium,1.1kv cross-linked polyethylene cable 3c x 95 sqmm aluminium,NMC-GEN-CBL-0002,1.1Kv Aluminium IS 7098,CABLES_CONDUCTORS,MTR,MTR,EXACT_DUPLICATE,0.96,AUTO_APPROVED,,533.95,60,191
SA-10132,SAIL_ST,SAIL_BHILAI,1.1kV XLPE Cable 3C x 95 sqmm Aluminium,1.1kv cross-linked polyethylene cable 3c x 95 sqmm aluminium,NMC-GEN-CBL-0002,1.1Kv Aluminium IS 7098,CABLES_CONDUCTORS,MTR,MTR,EXACT_DUPLICATE,0.96,AUTO_APPROVED,,556.06,11,5
CI-10133,CIL_MN,CIL_SINGRAULI,1.1kV XLPE Cable 3C x 95 sqmm Aluminium,1.1kv cross-linked polyethylene cable 3c x 95 sqmm aluminium,NMC-GEN-CBL-0002,1.1Kv Aluminium IS 7098,CABLES_CONDUCTORS,MTR,MTR,EXACT_DUPLICATE,0.96,AUTO_APPROVED,,519.35,74,88
CP-10140,CPCL_OG,CPCL_MANALI,1.1kV XLPE Cable 4C x 16 sqmm Copper,1.1kv cross-linked polyethylene cable 4c x 16 sqmm copper,NMC-GEN-CBL-0003,1.1Kv Copper IS 7098,CABLES_CONDUCTORS,MTR,MTR,EXACT_DUPLICATE,0.96,AUTO_APPROVED,,300.63,46,248
NT-10141,NTPC_PW,NTPC_SINGRAULI,1.1kV XLPE Cable 4C x 16 sqmm Copper,1.1kv cross-linked polyethylene cable 4c x 16 sqmm copper,NMC-GEN-CBL-0003,1.1Kv Copper IS 7098,CABLES_CONDUCTORS,MTR,MTR,EXACT_DUPLICATE,0.96,AUTO_APPROVED,,291.5,33,110
SA-10142,SAIL_ST,SAIL_BHILAI,1.1kV XLPE Cable 4C x 16 sqmm Copper,1.1kv cross-linked polyethylene cable 4c x 16 sqmm copper,NMC-GEN-CBL-0003,1.1Kv Copper IS 7098,CABLES_CONDUCTORS,MTR,MTR,EXACT_DUPLICATE,0.96,AUTO_APPROVED,,301.55,58,307
CI-10143,CIL_MN,CIL_SINGRAULI,1.1kV XLPE Cable 4C x 16 sqmm Copper,1.1kv cross-linked polyethylene cable 4c x 16 sqmm copper,NMC-GEN-CBL-0003,1.1Kv Copper IS 7098,CABLES_CONDUCTORS,MTR,MTR,EXACT_DUPLICATE,0.96,AUTO_APPROVED,,321.01,80,453
BH-10144,BHEL_HE,BHEL_HYDERABAD,1.1kV XLPE Cable 4C x 16 sqmm Copper,1.1kv cross-linked polyethylene cable 4c x 16 sqmm copper,NMC-GEN-CBL-0003,1.1Kv Copper IS 7098,CABLES_CONDUCTORS,MTR,MTR,EXACT_DUPLICATE,0.96,AUTO_APPROVED,,318.71,3,14
CP-10150,CPCL_OG,CPCL_MANALI,HEX BOLT M16 x 80 Grade 8.8,hexagonal bolt m16 x 80 grade 8.8,NMC-GEN-FST-0001,Hexagonal Bolt M16 X 80 Grade 8.8,FASTENERS,NOS,NOS,EXACT_DUPLICATE,0.96,AUTO_APPROVED,,51.35,15,24
NT-10151,NTPC_PW,NTPC_SINGRAULI,HEX HD BOLT M16 x 80 Grade 8.8,hexagonal hd bolt m16 x 80 grade 8.8,NMC-GEN-FST-0001,Hexagonal Bolt M16 X 80 Grade 8.8,FASTENERS,NOS,NOS,EXACT_DUPLICATE,0.96,AUTO_APPROVED,,46.54,15,77
SA-10152,SAIL_ST,SAIL_BHILAI,BOLT HEX M16 x 80 Grade 8.8,bolt hexagonal m16 x 80 grade 8.8,NMC-GEN-FST-0001,Hexagonal Bolt M16 X 80 Grade 8.8,FASTENERS,NOS,NOS,EXACT_DUPLICATE,0.96,AUTO_APPROVED,,45.76,38,173
CI-10153,CIL_MN,CIL_SINGRAULI,HEXAGONAL BOLT M16 x 80 Grade 8.8,hexagonal bolt m16 x 80 grade 8.8,NMC-GEN-FST-0001,Hexagonal Bolt M16 X 80 Grade 8.8,FASTENERS,NOS,NOS,EXACT_DUPLICATE,0.96,AUTO_APPROVED,,46.16,45,74
BH-10154,BHEL_HE,BHEL_HYDERABAD,HT BOLT M16 x 80 Grade 8.8,high tensile bolt m16 x 80 grade 8.8,NMC-GEN-FST-0001,Hexagonal Bolt M16 X 80 Grade 8.8,FASTENERS,NOS,NOS,EXACT_DUPLICATE,0.96,AUTO_APPROVED,,49.59,35,146
CP-50060,CPCL_OG,CPCL_MANALI,Hex Bolt M16 x 80 Grade 8.8,hexagonal bolt m16 x 80 grade 8.8,NMC-GEN-FST-0001,Hexagonal Bolt M16 X 80 Grade 8.8,FASTENERS,NOS,NOS,EXACT_DUPLICATE,0.96,AUTO_APPROVED,,49.39,6,28
SA-50062,SAIL_ST,SAIL_BHILAI,Hex Bolt M16 x 80 Grade 8.8,hexagonal bolt m16 x 80 grade 8.8,NMC-GEN-FST-0001,Hexagonal Bolt M16 X 80 Grade 8.8,FASTENERS,NOS,NOS,EXACT_DUPLICATE,0.96,AUTO_APPROVED,,45.84,44,84
BH-50064,BHEL_HE,BHEL_HYDERABAD,Hex Bolt M16 x 80 Grade 8.8,hexagonal bolt m16 x 80 grade 8.8,NMC-GEN-FST-0001,Hexagonal Bolt M16 X 80 Grade 8.8,FASTENERS,NOS,NOS,EXACT_DUPLICATE,0.96,AUTO_APPROVED,,46.04,12,17
NT-50061,NTPC_PW,NTPC_SINGRAULI,Hex Bolt M16 x 80 Grade 8.8,hexagonal bolt m16 x 80 grade 8.8,NMC-GEN-FST-0001,Hexagonal Bolt M16 X 80 Grade 8.8,FASTENERS,NOS,NOS,EXACT_DUPLICATE,0.96,AUTO_APPROVED,,49.99,30,180
CI-50063,CIL_MN,CIL_SINGRAULI,Hex Bolt M16 x 80 Grade 8.8,hexagonal bolt m16 x 80 grade 8.8,NMC-GEN-FST-0001,Hexagonal Bolt M16 X 80 Grade 8.8,FASTENERS,NOS,NOS,EXACT_DUPLICATE,0.96,AUTO_APPROVED,,47.8,5,6
CP-10160,CPCL_OG,CPCL_MANALI,HEX BOLT M16 Grade 8,hexagonal bolt m16 grade 8,NMC-GEN-FST-0002,Hexagonal Bolt M16 Grade 8,FASTENERS,NOS,NOS,EXACT_DUPLICATE,0.96,AUTO_APPROVED,,18.06,8,10
NT-10161,NTPC_PW,NTPC_SINGRAULI,HEX HD BOLT M16 Grade 8,hexagonal hd bolt m16 grade 8,NMC-GEN-FST-0002,Hexagonal Bolt M16 Grade 8,FASTENERS,NOS,NOS,EXACT_DUPLICATE,0.96,AUTO_APPROVED,,18.45,37,29
SA-10162,SAIL_ST,SAIL_BHILAI,BOLT HEX M16 Grade 8,bolt hexagonal m16 grade 8,NMC-GEN-FST-0002,Hexagonal Bolt M16 Grade 8,FASTENERS,NOS,NOS,EXACT_DUPLICATE,0.96,AUTO_APPROVED,,16.75,18,90
CI-10163,CIL_MN,CIL_SINGRAULI,HEXAGONAL BOLT M16 Grade 8,hexagonal bolt m16 grade 8,NMC-GEN-FST-0002,Hexagonal Bolt M16 Grade 8,FASTENERS,NOS,NOS,EXACT_DUPLICATE,0.96,AUTO_APPROVED,,19.39,22,105
BH-10164,BHEL_HE,BHEL_HYDERABAD,HT BOLT M16 Grade 8,high tensile bolt m16 grade 8,NMC-GEN-FST-0002,Hexagonal Bolt M16 Grade 8,FASTENERS,NOS,NOS,EXACT_DUPLICATE,0.96,AUTO_APPROVED,,17.93,56,315
CP-10170,CPCL_OG,CPCL_MANALI,HEX BOLT M20 x 150 Grade 8.8,hexagonal bolt m20 x 150 grade 8.8,NMC-GEN-FST-0003,Hexagonal Bolt M20 X 150 Grade 8.8,FASTENERS,NOS,NOS,EXACT_DUPLICATE,0.96,AUTO_APPROVED,,116.43,11,65
NT-10171,NTPC_PW,NTPC_SINGRAULI,HEX HD BOLT M20 x 150 Grade 8.8,hexagonal hd bolt m20 x 150 grade 8.8,NMC-GEN-FST-0003,Hexagonal Bolt M20 X 150 Grade 8.8,FASTENERS,NOS,NOS,EXACT_DUPLICATE,0.96,AUTO_APPROVED,,132.81,21,79
SA-10172,SAIL_ST,SAIL_BHILAI,BOLT HEX M20 x 150 Grade 8.8,bolt hexagonal m20 x 150 grade 8.8,NMC-GEN-FST-0003,Hexagonal Bolt M20 X 150 Grade 8.8,FASTENERS,NOS,NOS,EXACT_DUPLICATE,0.96,AUTO_APPROVED,,116.93,49,99
CI-10173,CIL_MN,CIL_SINGRAULI,HEXAGONAL BOLT M20 x 150 Grade 8.8,hexagonal bolt m20 x 150 grade 8.8,NMC-GEN-FST-0003,Hexagonal Bolt M20 X 150 Grade 8.8,FASTENERS,NOS,NOS,EXACT_DUPLICATE,0.96,AUTO_APPROVED,,124.31,7,24
BH-10174,BHEL_HE,BHEL_HYDERABAD,HT BOLT M20 x 150 Grade 8.8,high tensile bolt m20 x 150 grade 8.8,NMC-GEN-FST-0003,Hexagonal Bolt M20 X 150 Grade 8.8,FASTENERS,NOS,NOS,EXACT_DUPLICATE,0.96,AUTO_APPROVED,,123.09,7,27
CP-10180,CPCL_OG,CPCL_MANALI,Mechanical Seal 40mm Pump Shaft,mechanical seal 40nb (40mm) pump shaft,NMC-GEN-GSK-0003,Mechanical 40NB DIN 24960,GASKETS_SEALS,SET,SET,EXACT_DUPLICATE,0.96,AUTO_APPROVED,,13941.92,33,186
NT-10181,NTPC_PW,NTPC_SINGRAULI,Mechanical Seal 40mm Pump Shaft,mechanical seal 40nb (40mm) pump shaft,NMC-GEN-GSK-0003,Mechanical 40NB DIN 24960,GASKETS_SEALS,SET,SET,EXACT_DUPLICATE,0.96,AUTO_APPROVED,,13708.58,73,244
SA-10182,SAIL_ST,SAIL_BHILAI,Mechanical Seal 40mm Pump Shaft,mechanical seal 40nb (40mm) pump shaft,NMC-GEN-GSK-0003,Mechanical 40NB DIN 24960,GASKETS_SEALS,SET,SET,EXACT_DUPLICATE,0.96,AUTO_APPROVED,,15603.1,21,40
CI-10183,CIL_MN,CIL_SINGRAULI,Mechanical Seal 40mm Pump Shaft,mechanical seal 40nb (40mm) pump shaft,NMC-GEN-GSK-0003,Mechanical 40NB DIN 24960,GASKETS_SEALS,SET,SET,EXACT_DUPLICATE,0.96,AUTO_APPROVED,,15365.52,24,117
BH-10184,BHEL_HE,BHEL_HYDERABAD,Mechanical Seal 40mm Pump Shaft,mechanical seal 40nb (40mm) pump shaft,NMC-GEN-GSK-0003,Mechanical 40NB DIN 24960,GASKETS_SEALS,SET,SET,EXACT_DUPLICATE,0.96,AUTO_APPROVED,,13538.91,44,222
CP-10190,CPCL_OG,CPCL_MANALI,Mechanical Seal 50mm Pump Shaft,mechanical seal 50nb (50mm) pump shaft,NMC-GEN-GSK-0004,Mechanical 50NB DIN 24960,GASKETS_SEALS,SET,SET,EXACT_DUPLICATE,0.96,AUTO_APPROVED,,19788.01,33,84
NT-10191,NTPC_PW,NTPC_SINGRAULI,Mechanical Seal 50mm Pump Shaft,mechanical seal 50nb (50mm) pump shaft,NMC-GEN-GSK-0004,Mechanical 50NB DIN 24960,GASKETS_SEALS,SET,SET,EXACT_DUPLICATE,0.96,AUTO_APPROVED,,17646.77,15,55
SA-10192,SAIL_ST,SAIL_BHILAI,Mechanical Seal 50mm Pump Shaft,mechanical seal 50nb (50mm) pump shaft,NMC-GEN-GSK-0004,Mechanical 50NB DIN 24960,GASKETS_SEALS,SET,SET,EXACT_DUPLICATE,0.96,AUTO_APPROVED,,19625.26,62,144
CI-10193,CIL_MN,CIL_SINGRAULI,Mechanical Seal 50mm Pump Shaft,mechanical seal 50nb (50mm) pump shaft,NMC-GEN-GSK-0004,Mechanical 50NB DIN 24960,GASKETS_SEALS,SET,SET,EXACT_DUPLICATE,0.96,AUTO_APPROVED,,17758.81,60,209
BH-10194,BHEL_HE,BHEL_HYDERABAD,Mechanical Seal 50mm Pump Shaft,mechanical seal 50nb (50mm) pump shaft,NMC-GEN-GSK-0004,Mechanical 50NB DIN 24960,GASKETS_SEALS,SET,SET,EXACT_DUPLICATE,0.96,AUTO_APPROVED,,18051.9,31,72
NT-10201,NTPC_PW,NTPC_SINGRAULI,Hydraulic Hose 1 inch 2-Wire,hydraulic hose 25nb (1inch) 2-wire,NMC-GEN-DRL-0001,Hydraulic Hose 25Nb (1Inch) 2-Wire,DRILLING_MINING,MTR,MTR,EXACT_DUPLICATE,0.96,AUTO_APPROVED,,1419.9,10,54
SA-10202,SAIL_ST,SAIL_BHILAI,Hydraulic Hose 1 inch 2-Wire,hydraulic hose 25nb (1inch) 2-wire,NMC-GEN-DRL-0001,Hydraulic Hose 25Nb (1Inch) 2-Wire,DRILLING_MINING,MTR,MTR,EXACT_DUPLICATE,0.96,AUTO_APPROVED,,1409.21,67,237
CI-10203,CIL_MN,CIL_SINGRAULI,Hydraulic Hose 1 inch 2-Wire,hydraulic hose 25nb (1inch) 2-wire,NMC-GEN-DRL-0001,Hydraulic Hose 25Nb (1Inch) 2-Wire,DRILLING_MINING,MTR,MTR,EXACT_DUPLICATE,0.96,AUTO_APPROVED,,1496.3,70,204
BH-10204,BHEL_HE,BHEL_HYDERABAD,Hydraulic Hose 1 inch 2-Wire,hydraulic hose 25nb (1inch) 2-wire,NMC-GEN-DRL-0001,Hydraulic Hose 25Nb (1Inch) 2-Wire,DRILLING_MINING,MTR,MTR,EXACT_DUPLICATE,0.96,AUTO_APPROVED,,1552.78,16,41
CP-10200,CPCL_OG,CPCL_MANALI,Hydraulic Hose 1 inch 2-Wire,hydraulic hose 25nb (1inch) 2-wire,NMC-GEN-DRL-0001,Hydraulic Hose 25Nb (1Inch) 2-Wire,DRILLING_MINING,MTR,MTR,EXACT_DUPLICATE,0.96,AUTO_APPROVED,,1353.65,26,115
CP-10210,CPCL_OG,CPCL_MANALI,Hydraulic Hose 3/4 inch 2-Wire,hydraulic hose 3 100nb (4inch) 2-wire,NMC-GEN-FST-0004,Hydraulic Hose 3 100Nb (4Inch) 2-Wire,FASTENERS,MTR,MTR,EXACT_DUPLICATE,0.96,AUTO_APPROVED,,1004.62,35,26
NT-10211,NTPC_PW,NTPC_SINGRAULI,Hydraulic Hose 3/4 inch 2-Wire,hydraulic hose 3 100nb (4inch) 2-wire,NMC-GEN-FST-0004,Hydraulic Hose 3 100Nb (4Inch) 2-Wire,FASTENERS,MTR,MTR,EXACT_DUPLICATE,0.96,AUTO_APPROVED,,993.57,57,204
SA-10212,SAIL_ST,SAIL_BHILAI,Hydraulic Hose 3/4 inch 2-Wire,hydraulic hose 3 100nb (4inch) 2-wire,NMC-GEN-FST-0004,Hydraulic Hose 3 100Nb (4Inch) 2-Wire,FASTENERS,MTR,MTR,EXACT_DUPLICATE,0.96,AUTO_APPROVED,,1091.25,42,132
CI-10213,CIL_MN,CIL_SINGRAULI,Hydraulic Hose 3/4 inch 2-Wire,hydraulic hose 3 100nb (4inch) 2-wire,NMC-GEN-FST-0004,Hydraulic Hose 3 100Nb (4Inch) 2-Wire,FASTENERS,MTR,MTR,EXACT_DUPLICATE,0.96,AUTO_APPROVED,,1071.98,67,92
BH-10214,BHEL_HE,BHEL_HYDERABAD,Hydraulic Hose 3/4 inch 2-Wire,hydraulic hose 3 100nb (4inch) 2-wire,NMC-GEN-FST-0004,Hydraulic Hose 3 100Nb (4Inch) 2-Wire,FASTENERS,MTR,MTR,EXACT_DUPLICATE,0.96,AUTO_APPROVED,,1037.17,75,134
CP-10220,CPCL_OG,CPCL_MANALI,Cartridge Filter PP 10 micron,cartridge filter pp 10 micron,NMC-GEN-GSK-0005,Cartridge Filter Pp 10 Micron,GASKETS_SEALS,NOS,EA,EXACT_DUPLICATE,0.96,AUTO_APPROVED,,822.98,57,28
NT-10221,NTPC_PW,NTPC_SINGRAULI,Cartridge Filter PP 10 micron,cartridge filter pp 10 micron,NMC-GEN-GSK-0005,Cartridge Filter Pp 10 Micron,GASKETS_SEALS,NOS,EA,EXACT_DUPLICATE,0.96,AUTO_APPROVED,,856.79,70,386
SA-10222,SAIL_ST,SAIL_BHILAI,Cartridge Filter PP 10 micron,cartridge filter pp 10 micron,NMC-GEN-GSK-0005,Cartridge Filter Pp 10 Micron,GASKETS_SEALS,NOS,EA,EXACT_DUPLICATE,0.96,AUTO_APPROVED,,882.23,27,106
CI-10223,CIL_MN,CIL_SINGRAULI,Cartridge Filter PP 10 micron,cartridge filter pp 10 micron,NMC-GEN-GSK-0005,Cartridge Filter Pp 10 Micron,GASKETS_SEALS,NOS,EA,EXACT_DUPLICATE,0.96,AUTO_APPROVED,,845.49,44,181
BH-10224,BHEL_HE,BHEL_HYDERABAD,Cartridge Filter PP 10 micron,cartridge filter pp 10 micron,NMC-GEN-GSK-0005,Cartridge Filter Pp 10 Micron,GASKETS_SEALS,NOS,EA,EXACT_DUPLICATE,0.96,AUTO_APPROVED,,830.52,17,100
CP-10230,CPCL_OG,CPCL_MANALI,Air Filter Element 500mm,air filter element 500nb (500mm),NMC-GEN-GSK-0006,Air Filter Element 500Nb (500Mm),GASKETS_SEALS,NOS,EA,EXACT_DUPLICATE,0.96,AUTO_APPROVED,,2556.02,66,191
NT-10231,NTPC_PW,NTPC_SINGRAULI,Air Filter Element 500mm,air filter element 500nb (500mm),NMC-GEN-GSK-0006,Air Filter Element 500Nb (500Mm),GASKETS_SEALS,NOS,EA,EXACT_DUPLICATE,0.96,AUTO_APPROVED,,2472.08,43,124
SA-10232,SAIL_ST,SAIL_BHILAI,Air Filter Element 500mm,air filter element 500nb (500mm),NMC-GEN-GSK-0006,Air Filter Element 500Nb (500Mm),GASKETS_SEALS,NOS,EA,EXACT_DUPLICATE,0.96,AUTO_APPROVED,,2483.0,72,101
CI-10233,CIL_MN,CIL_SINGRAULI,Air Filter Element 500mm,air filter element 500nb (500mm),NMC-GEN-GSK-0006,Air Filter Element 500Nb (500Mm),GASKETS_SEALS,NOS,EA,EXACT_DUPLICATE,0.96,AUTO_APPROVED,,2301.06,50,114
BH-10234,BHEL_HE,BHEL_HYDERABAD,Air Filter Element 500mm,air filter element 500nb (500mm),NMC-GEN-GSK-0006,Air Filter Element 500Nb (500Mm),GASKETS_SEALS,NOS,EA,EXACT_DUPLICATE,0.96,AUTO_APPROVED,,2453.59,40,123
CP-10240,CPCL_OG,CPCL_MANALI,Flexible Jaw Coupling L-110,flexible jaw coupling l-110,NMC-GEN-CPL-0001,Flexible Jaw Coupling L-110,COUPLINGS,SET,SET,EXACT_DUPLICATE,0.96,AUTO_APPROVED,,6882.9,2,14
NT-10241,NTPC_PW,NTPC_SINGRAULI,Flexible Jaw Coupling L-110,flexible jaw coupling l-110,NMC-GEN-CPL-0001,Flexible Jaw Coupling L-110,COUPLINGS,SET,SET,EXACT_DUPLICATE,0.96,AUTO_APPROVED,,6616.65,57,324
SA-10242,SAIL_ST,SAIL_BHILAI,Flexible Jaw Coupling L-110,flexible jaw coupling l-110,NMC-GEN-CPL-0001,Flexible Jaw Coupling L-110,COUPLINGS,SET,SET,EXACT_DUPLICATE,0.96,AUTO_APPROVED,,6942.79,43,140
CI-10243,CIL_MN,CIL_SINGRAULI,Flexible Jaw Coupling L-110,flexible jaw coupling l-110,NMC-GEN-CPL-0001,Flexible Jaw Coupling L-110,COUPLINGS,SET,SET,EXACT_DUPLICATE,0.96,AUTO_APPROVED,,6774.62,29,144
BH-10244,BHEL_HE,BHEL_HYDERABAD,Flexible Jaw Coupling L-110,flexible jaw coupling l-110,NMC-GEN-CPL-0001,Flexible Jaw Coupling L-110,COUPLINGS,SET,SET,EXACT_DUPLICATE,0.96,AUTO_APPROVED,,6806.65,23,32
CP-10250,CPCL_OG,CPCL_MANALI,Grid Coupling G20,grid coupling g20,NMC-GEN-CPL-0002,Grid Coupling G20,COUPLINGS,SET,SET,EXACT_DUPLICATE,0.96,AUTO_APPROVED,,17992.51,44,45
NT-10251,NTPC_PW,NTPC_SINGRAULI,Grid Coupling G20,grid coupling g20,NMC-GEN-CPL-0002,Grid Coupling G20,COUPLINGS,SET,SET,EXACT_DUPLICATE,0.96,AUTO_APPROVED,,19476.13,32,188
SA-10252,SAIL_ST,SAIL_BHILAI,Grid Coupling G20,grid coupling g20,NMC-GEN-CPL-0002,Grid Coupling G20,COUPLINGS,SET,SET,EXACT_DUPLICATE,0.96,AUTO_APPROVED,,18066.41,27,50
CI-10253,CIL_MN,CIL_SINGRAULI,Grid Coupling G20,grid coupling g20,NMC-GEN-CPL-0002,Grid Coupling G20,COUPLINGS,SET,SET,EXACT_DUPLICATE,0.96,AUTO_APPROVED,,17272.78,33,137
BH-10254,BHEL_HE,BHEL_HYDERABAD,Grid Coupling G20,grid coupling g20,NMC-GEN-CPL-0002,Grid Coupling G20,COUPLINGS,SET,SET,EXACT_DUPLICATE,0.96,AUTO_APPROVED,,18901.29,11,34
CI-10263,CIL_MN,CIL_SINGRAULI,V-Belt SPB 2240,v-belt spb 2240,NMC-GEN-BLT-0001,V-Belt Spb 2240,CONVEYOR_BELTING,NOS,NOS,EXACT_DUPLICATE,0.96,AUTO_APPROVED,,743.86,15,61
BH-10264,BHEL_HE,BHEL_HYDERABAD,V-Belt SPB 2240,v-belt spb 2240,NMC-GEN-BLT-0001,V-Belt Spb 2240,CONVEYOR_BELTING,NOS,NOS,EXACT_DUPLICATE,0.96,AUTO_APPROVED,,693.23,68,271
CP-10260,CPCL_OG,CPCL_MANALI,V-Belt SPB 2240,v-belt spb 2240,NMC-GEN-BLT-0001,V-Belt Spb 2240,CONVEYOR_BELTING,NOS,NOS,EXACT_DUPLICATE,0.96,AUTO_APPROVED,,714.36,75,136
NT-10261,NTPC_PW,NTPC_SINGRAULI,V-Belt SPB 2240,v-belt spb 2240,NMC-GEN-BLT-0001,V-Belt Spb 2240,CONVEYOR_BELTING,NOS,NOS,EXACT_DUPLICATE,0.96,AUTO_APPROVED,,747.18,51,278
SA-10262,SAIL_ST,SAIL_BHILAI,V-Belt SPB 2240,v-belt spb 2240,NMC-GEN-BLT-0001,V-Belt Spb 2240,CONVEYOR_BELTING,NOS,NOS,EXACT_DUPLICATE,0.96,AUTO_APPROVED,,712.76,20,93
CP-10270,CPCL_OG,CPCL_MANALI,Roller Chain 16B-1,roller chain 16b-1,NMC-GEN-RPC-0001,Roller Carbon Steel ISO 606,ROPES_CHAINS,MTR,MTR,EXACT_DUPLICATE,0.96,AUTO_APPROVED,,1546.93,33,47
NT-10271,NTPC_PW,NTPC_SINGRAULI,Roller Chain 16B-1,roller chain 16b-1,NMC-GEN-RPC-0001,Roller Carbon Steel ISO 606,ROPES_CHAINS,MTR,MTR,EXACT_DUPLICATE,0.96,AUTO_APPROVED,,1647.47,61,301
SA-10272,SAIL_ST,SAIL_BHILAI,Roller Chain 16B-1,roller chain 16b-1,NMC-GEN-RPC-0001,Roller Carbon Steel ISO 606,ROPES_CHAINS,MTR,MTR,EXACT_DUPLICATE,0.96,AUTO_APPROVED,,1779.0,78,201
CI-10273,CIL_MN,CIL_SINGRAULI,Roller Chain 16B-1,roller chain 16b-1,NMC-GEN-RPC-0001,Roller Carbon Steel ISO 606,ROPES_CHAINS,MTR,MTR,EXACT_DUPLICATE,0.96,AUTO_APPROVED,,1769.63,58,342
BH-10274,BHEL_HE,BHEL_HYDERABAD,Roller Chain 16B-1,roller chain 16b-1,NMC-GEN-RPC-0001,Roller Carbon Steel ISO 606,ROPES_CHAINS,MTR,MTR,EXACT_DUPLICATE,0.96,AUTO_APPROVED,,1736.21,66,251
CP-10280,CPCL_OG,CPCL_MANALI,AC Contactor 32A 415V,ac contactor 32a 415v,NMC-GEN-SWG-0001,Ac Contactor 32A 415V,SWITCHGEAR,NOS,EA,EXACT_DUPLICATE,0.96,AUTO_APPROVED,,3374.67,72,264
NT-10281,NTPC_PW,NTPC_SINGRAULI,AC Contactor 32A 415V,ac contactor 32a 415v,NMC-GEN-SWG-0001,Ac Contactor 32A 415V,SWITCHGEAR,NOS,EA,EXACT_DUPLICATE,0.96,AUTO_APPROVED,,3406.66,62,261
SA-10282,SAIL_ST,SAIL_BHILAI,AC Contactor 32A 415V,ac contactor 32a 415v,NMC-GEN-SWG-0001,Ac Contactor 32A 415V,SWITCHGEAR,NOS,EA,EXACT_DUPLICATE,0.96,AUTO_APPROVED,,3100.41,33,179
CI-10283,CIL_MN,CIL_SINGRAULI,AC Contactor 32A 415V,ac contactor 32a 415v,NMC-GEN-SWG-0001,Ac Contactor 32A 415V,SWITCHGEAR,NOS,EA,EXACT_DUPLICATE,0.96,AUTO_APPROVED,,3109.11,68,282
